"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"33","활방어","에히메현","2016-02-23","1,640","불검출","불검출","적합"
"34","냉장명태","홋카이도","2016-02-23","3,000","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2016-02-23","8,300","불검출","불검출","적합"
"36","냉장명태","홋카이도","2016-02-23","2,500","불검출","불검출","적합"
"37","냉장명태","홋카이도","2016-02-23","4,570","불검출","불검출","적합"
"38","냉장가오리","야마구치현","2016-02-23","140","불검출","불검출","적합"
"39","냉장갈치","야마구치현","2016-02-23","2,426","불검출","불검출","적합"
"40","활우렁쉥이","홋카이도","2016-02-23","8,350","불검출","불검출","적합"
"41","냉장명태","홋카이도","2016-02-23","1,836","불검출","불검출","적합"
"42","냉장갈치","오이타현","2016-02-23","2,385","불검출","불검출","적합"
"43","활꼬막","사가현","2016-02-23","660","불검출","불검출","적합"
"44","활꼬막 새꼬막
(
)","사가현","2016-02-23","1,900","불검출","불검출","적합"
"45","냉장돔 황돔(
)","나가사키현","2016-02-23","175","불검출","불검출","적합"
"46","활가리비","홋카이도","2016-02-23","5,603","불검출","불검출","적합"
