"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장명태","홋카이도","2016-02-23","8,171","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-02-23","4,134","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-02-23","4,121","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2016-02-23","256","불검출","불검출","적합"
"20","냉장갈치","효고현","2016-02-23","968","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2016-02-23","160","불검출","불검출","적합"
"22","냉장병어","효고현","2016-02-23","8","불검출","불검출","적합"
"23","냉장준치","구마모토현","2016-02-23","308","불검출","불검출","적합"
"24","냉장갈치","오이타현","2016-02-23","2,816","불검출","불검출","적합"
"25","냉장갈치","효고현","2016-02-23","1,195","불검출","불검출","적합"
"26","냉장준치","와카야마현","2016-02-23","184","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2016-02-23","1,881","불검출","불검출","적합"
"28","냉장명태","홋카이도","2016-02-23","3,360","불검출","불검출","적합"
"29","냉장갈치","와카야마현","2016-02-23","1,376","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-02-23","7,510","불검출","불검출","적합"
"31","활가리비","홋카이도","2016-02-23","5,931","불검출","불검출","적합"
"32","활가리비","홋카이도","2016-02-23","7,630","불검출","불검출","적합"
