"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","87,330","-","-","-"
"1","활돔(참돔)","에히메현","2016-10-11","9,787","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-10-11","8,697","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-10-11","4,983","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2016-10-11","6,393","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-10-11","4,765","불검출","불검출","적합"
"6","냉동새치
(황새치,F,횟감)","가나가와현","2016-10-11","334","불검출","불검출","적합"
"7","활꼬막","사가현","2016-10-11","2,080","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-10-11","7,756","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2016-10-11","7,164","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2016-10-11","6,560","불검출","불검출","적합"
"11","냉장돔(황돔)","야마구치현","2016-10-11","155","불검출","불검출","적합"
"12","냉장홍어","야마구치현","2016-10-11","150","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2016-10-11","1,597","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-10-11","1,550","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2016-10-11","4,090","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-10-11","7,121","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2016-10-11","760","불검출","불검출","적합"
