"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","74,597","-","-","-"
"1","냉동다랑어
(눈다랑어,F,횟감)","인도양","2016-10-12","38","불검출","불검출","적합"
"2","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-10-12","601","불검출","불검출","적합"
"3","냉동다랑어
(눈다랑어,F,횟감)","대서양","2016-10-12","120","불검출","불검출","적합"
"4","냉동다랑어
(눈다랑어,목살)","태평양","2016-10-12","155","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,목살)","인도양","2016-10-12","20","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2016-10-12","7,578","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-10-12","2,616","불검출","불검출","적합"
"8","냉장대구","홋카이도","2016-10-12","580","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-10-12","2,932","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-10-12","2,192","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-10-12","498","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-10-12","1,058","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-10-12","4,156","불검출","불검출","적합"
"14","활우렁쉥이","홋카이도","2016-10-12","16,942","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2016-10-12","6,413","불검출","불검출","적합"
