"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건49","-","-","169,874","-","-","-"
"1","활방어","나가사키현","2016-01-12","1,008","불검출","불검출","적합"
"2","활돔 참돔(
)","나가사키현","2016-01-12","2,805","불검출","불검출","적합"
"3","활돔 참돔(
)","나가사키현","2016-01-12","5,029","불검출","불검출","적합"
"4","활방어","에히메현","2016-01-12","3,887","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-01-12","7,000","불검출","불검출","적합"
"6","냉동준치","사가현","2016-01-12","3,220","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-01-12","9,100","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2016-01-12","1,048","불검출","불검출","적합"
"9","냉장갈치","오이타현","2016-01-12","830","불검출","불검출","적합"
"10","냉장갈치","야마구치현","2016-01-12","1,996","불검출","불검출","적합"
"11","냉장갈치","홋카이도","2016-01-12","888","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-01-12","6,760","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-01-12","16,476","불검출","불검출","적합"
"14","냉장갈치","오이타현","2016-01-12","218","불검출","불검출","적합"
