"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"15","냉장명태","홋카이도","2016-01-14","8,525","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-01-14","8,338","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-01-14","5,040","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2016-01-14","1,872","불검출","불검출","적합"
"19","활꼬막","후쿠오카현","2016-01-14","1,340","불검출","불검출","적합"
"20","활꼬막 새꼬막
(
)","후쿠오카현","2016-01-14","1,500","불검출","불검출","적합"
"21","활우렁쉥이","홋카이도","2016-01-14","5,279","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2016-01-14","3,722","불검출","불검출","적합"
"23","활꼬막 새꼬막
(
)","후쿠오카현","2016-01-14","3,800","불검출","불검출","적합"
"24","활꼬막","사가현","2016-01-14","400","불검출","불검출","적합"
"25","활꼬막 새꼬막
(
)","사가현","2016-01-14","3,000","불검출","불검출","적합"
"26","활꼬막 새꼬막
(
)","후쿠오카현","2016-01-14","7,760","불검출","불검출","적합"
"27","냉장갈치","오이타현","2016-01-14","105","불검출","불검출","적합"
"28","냉장명태","홋카이도","2016-01-14","4,000","불검출","불검출","적합"
"29","냉장갈치","오이타현","2016-01-14","80","불검출","불검출","적합"
"30","냉장돔 참돔(
)","야마구치현","2016-01-14","1,180","불검출","불검출","적합"
"31","냉장갈치","오이타현","2016-01-14","1,555","불검출","불검출","적합"
"32","냉장돔 황돔(
)","나가사키현","2016-01-14","272","불검출","불검출","적합"
"33","냉장갈치","후쿠오카현","2016-01-14","272","불검출","불검출","적합"
