"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건20","-","-","136,547","-","-","-"
"1","활돔 참돔(
)","구마모토현","2016-01-13","19,504","불검출","불검출","적합"
"2","활방어","나가사키현","2016-01-13","3,954","불검출","불검출","적합"
"3","활방어","나가사키현","2016-01-13","4,821","불검출","불검출","적합"
"4","활방어","나가사키현","2016-01-13","4,972","불검출","불검출","적합"
"5","활돔 참돔(
)","에히메현","2016-01-13","7,399","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2016-01-13","8,810","불검출","불검출","적합"
"7","냉장병어","후쿠오카현","2016-01-13","56","불검출","불검출","적합"
"8","냉장돔 황돔(
)","야마구치현","2016-01-13","95","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2016-01-13","17,350","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-01-13","7,260","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2016-01-13","2,860","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2016-01-13","4,490","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2016-01-13","8,890","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-01-13","4,200","불검출","불검출","적합"
