"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건47","-","-","114,046","-","-","-"
"1","활가리비","홋카이도","2016-01-14","7,000","불검출","불검출","적합"
"2","활문어","홋카이도","2016-01-14","2,000","불검출","불검출","적합"
"3","냉동돔 황돔(
)","야마구치현","2016-01-14","110","불검출","불검출","적합"
"4","냉동돔 황돔(
)","나가사키현","2016-01-14","50","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-01-14","4,076","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-01-14","3,810","불검출","불검출","적합"
"7","냉동기름치","태평양","2016-01-14","5,020","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-01-14","6,993","불검출","불검출","적합"
"9","냉장가오리","야마구치현","2016-01-14","220","불검출","불검출","적합"
"10","냉장돔 참돔(
)","야마구치현","2016-01-14","1,108","불검출","불검출","적합"
"11","냉장돔 황돔(
)","야마구치현","2016-01-14","160","불검출","불검출","적합"
"12","냉장준치","야마구치현","2016-01-14","204","불검출","불검출","적합"
"13","냉장가오리","야마구치현","2016-01-14","70","불검출","불검출","적합"
"14","냉장홍어","야마구치현","2016-01-14","760","불검출","불검출","적합"
