"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"34","냉장돔 참돔(
)","후쿠오카현","2016-01-12","250","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2016-01-12","8,770","불검출","불검출","적합"
"36","냉장명태","홋카이도","2016-01-12","3,000","불검출","불검출","적합"
"37","냉장명태","홋카이도","2016-01-12","3,000","불검출","불검출","적합"
"38","냉장갈치","에히메현","2016-01-12","1,104","불검출","불검출","적합"
"39","활꼬막","사가현","2016-01-12","640","불검출","불검출","적합"
"40","활꼬막 새꼬막
(
)","사가현","2016-01-12","4,300","불검출","불검출","적합"
"41","냉장갈치","히로시마현","2016-01-12","2,145","불검출","불검출","적합"
"42","냉장갈치","오이타현","2016-01-12","45","불검출","불검출","적합"
"43","냉장돔 참돔(
)","야마구치현","2016-01-12","472","불검출","불검출","적합"
"44","냉장돔 참돔(
)","나가사키현","2016-01-12","352","불검출","불검출","적합"
"45","냉장돔 황돔(
)","나가사키현","2016-01-12","264","불검출","불검출","적합"
"46","냉장돔 황돔(
)","나가사키현","2016-01-12","157","불검출","불검출","적합"
"47","냉장홍어","홋카이도","2016-01-12","610","불검출","불검출","적합"
"48","활우렁쉥이","홋카이도","2016-01-12","25,221","불검출","불검출","적합"
"49","활가리비","홋카이도","2016-01-12","6,940","불검출","불검출","적합"
