"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"15","과·채가공품","훗카이도","2015-12-02","7.5","불검출","불검출","적합"
"16","과자(스낵과자)","고치현","2015-11-30","39.9","불검출","불검출","적합"
"17","과자(크래커)","아이치현","2015-11-23","18.6","불검출","불검출","적합"
"18","캔디류(사탕)","훗카이도","2015-12-04","14.4","불검출","불검출","적합"
"19","과·채가공품","훗카이도","2015-12-03","10.5","불검출","불검출","적합"
"20","과자(쿠키)","아이치현","2015-12-08","24","불검출","불검출","적합"
"21","청주","아이치현","2015-12-03","172.56","불검출","불검출","적합"
"22","청주","아이치현","2015-11-30","172.56","불검출","불검출","적합"
"23","국수","사가현","2015-11-01","500","불검출","불검출","적합"
"24","당절임","와카야마현","2015-12-17","360","불검출","불검출","적합"
"25","청주","나라현","2015-01-30","43.2","불검출","불검출","적합"
"26","초콜릿가공품","훗카이도","2015-12-24","62.4","불검출","불검출","적합"
"27","초콜릿가공품","훗카이도","2015-12-24","91.8","불검출","불검출","적합"
"28","초콜릿가공품","훗카이도","2015-12-24","54","불검출","불검출","적합"
"29","초콜릿가공품","훗카이도","2015-12-24","581.4","불검출","불검출","적합"
"30","초콜릿가공품","훗카이도","2015-12-24","250.8","불검출","불검출","적합"
"31","초콜릿가공품","훗카이도","2015-12-24","57.6","불검출","불검출","적합"
"32","밀크초콜릿","훗카이도","2015-12-24","35.1","불검출","불검출","적합"
"33","초콜릿","훗카이도","2015-12-24","108","불검출","불검출","적합"
"34","맥주","후쿠오카현","2015-12-01","19,500","불검출","불검출","적합"
"35","맥주","후쿠오카현","2015-11-11","245,260.8","불검출","불검출","적합"
"36","양념젓갈","가나가와현","2015-12-15","1,440","불검출","불검출","적합"
"37","청주","사이타마현","2015-12-05","3,403.39","불검출","불검출","적합"
"38","양조간장","효고현","2015-11-10","494","불검출","불검출","적합"
"39","건어포류","교토부","2015-12-21","175","불검출","불검출","적합"
"40","건어포류","교토부","2015-12-19","700","불검출","불검출","적합"
"41","정제,가공을거쳐야
하는식품원료","도치기현","2015-07-23","16,206","불검출","불검출","적합"
"42","캔디류(사탕)","아이치현","2015-11-18","120","불검출","불검출","적합"
"43","과자(스낵과자)","니가타현","2015-12-08","207.6","불검출","불검출","적합"
"44","건어포류","시즈오카현","2015-12-10","120","불검출","불검출","적합"
"45","당류가공품","지바현","2015-12-11","2,300","불검출","불검출","적합"
"46","곡류가공품","이바라키현","2015-12-12","2,200","불검출","불검출","적합"
"47","초콜릿가공품","효고현","2015-10-30","720","불검출","불검출","적합"
"48","초콜릿가공품","효고현","2015-10-29","720","불검출","불검출","적합"
