"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","23건","-","-","50,935","-","-","-"
"1","활장어(먹장어)","나가사키현","2014-08-22","299","불검출","불검출","적합"
"2","냉장돔(황돔)","나가사키현","2014-08-22","92","불검출","불검출","적합"
"3","활장어(먹장어)","나가사키현","2014-08-22","1,030","불검출","불검출","적합"
"4","냉장돔(참돔)","나가사키현","2014-08-22","712","불검출","불검출","적합"
"5","냉동새우살","도야마현","2014-08-22","40","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2014-08-22","210","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현","2014-08-22","1,264","불검출","불검출","적합"
"8","냉장준치","야마구치현","2014-08-22","1,376","불검출","불검출","적합"
"9","냉장돔(참돔)","야마구치현","2014-08-22","845","불검출","불검출","적합"
"10","냉장돔(참돔)","야마구치현","2014-08-22","380","불검출","불검출","적합"
"11","냉장돔(참돔)","야마구치현","2014-08-22","909","불검출","불검출","적합"
"12","냉장갈치","오이타현","2014-08-22","345","불검출","불검출","적합"
"13","냉장갈치","오이타현","2014-08-22","1,300","불검출","불검출","적합"
"14","냉장갈치","오이타현","2014-08-22","400","불검출","불검출","적합"
"15","활가리비","홋카이도","2014-08-22","6,500","불검출","불검출","적합"
"16","활게(왕게)","홋카이도","2014-08-22","4,200","불검출","불검출","적합"
"17","활가리비","홋카이도","2014-08-22","6,948","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2014-08-22","8,955","불검출","불검출","적합"
"19","냉장명태","홋카이도","2014-08-22","1,416","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2014-08-22","5,664","불검출","불검출","적합"
"21","활가리비","홋카이도","2014-08-22","6,993","불검출","불검출","적합"
"22","냉장돔(황돔)","후쿠오카현","2014-08-22","10","불검출","불검출","적합"
"23","냉동돔(황돔)","후쿠오카현","2014-08-22","1,047","불검출","불검출","적합"
