"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","20건","","","54,416","-","-","-"
"1","구운김","사가현","2014-08-27","50","불검출","불검출","적합"
"2","구운김","사가현","2014-08-27","12","불검출","불검출","적합"
"3","활돔(참돔)","구마모토현","2014-08-27","8,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-08-27","6,800","불검출","불검출","적합"
"5","냉장돔(황돔)","나가사키현","2014-08-27","2,048","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2014-08-27","744","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현","2014-08-27","105","불검출","불검출","적합"
"8","냉장명태","홋카이도","2014-08-27","2,006","불검출","불검출","적합"
"9","냉장갈치","오이타현","2014-08-27","155","불검출","불검출","적합"
"10","냉장돔(참돔)","후쿠오카현","2014-08-27","690","불검출","불검출","적합"
"11","냉장돔(참돔)","야마구치현","2014-08-27","580","불검출","불검출","적합"
"12","냉장돔(참돔)","나가사키현","2014-08-27","1,336","불검출","불검출","적합"
"13","냉장돔(참돔)","야마구치현","2014-08-27","1,800","불검출","불검출","적합"
"14","냉장돔(참돔)","후쿠오카현","2014-08-27","1,158","불검출","불검출","적합"
"15","활가리비","홋카이도","2014-08-27","6,648","불검출","불검출","적합"
"16","활가리비","홋카이도","2014-08-27","11,406","불검출","불검출","적합"
"17","활가리비","홋카이도","2014-08-27","6,553","불검출","불검출","적합"
"18","활꼬막","사가현","2014-08-27","2,680","불검출","불검출","적합"
"19","활장어(먹장어)","야마구치현","2014-08-27","1,070","불검출","불검출","적합"
"20","활게(참게)","야마구치현","2014-08-27","575","불검출","불검출","적합"
