"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","20건","-","-","59,505","-","-","-"
"1","활돔(참돔)","구마모토현","2016-03-17","4,109","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-03-17","6,500","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-03-17","7,500","불검출","불검출","적합"
"4","냉동눈다랑어(F,횟감)","대서양","2016-03-17","1,765","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-03-17","6,991","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-03-17","6,970","불검출","불검출","적합"
"7","활돔(돌돔)","미야자키현","2016-03-17","999","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2016-03-17","4,253","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-03-17","3,040","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-03-17","609","불검출","불검출","적합"
"11","냉장갈치","오이타현","2016-03-17","170","불검출","불검출","적합"
"12","냉장갈치","히로시마현","2016-03-17","30","불검출","불검출","적합"
"13","냉장가오리","야마구치현","2016-03-17","480","불검출","불검출","적합"
"14","냉장가오리","에히메현","2016-03-17","320","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-03-17","11,426","불검출","불검출","적합"
"16","냉장갈치","오이타현","2016-03-17","572","불검출","불검출","적합"
"17","냉장돔(황돔)","야마구치현","2016-03-17","286","불검출","불검출","적합"
"18","냉장갈치","오이타현","2016-03-17","736","불검출","불검출","적합"
"19","냉장갈치","오이타현","2016-03-17","790","불검출","불검출","적합"
"20","활장어(먹장어)","야마구치현","2016-03-17","1,959","불검출","불검출","적합"
