"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","혼합장","훗카이도","2016-02-24","1,543.5","불검출","불검출","적합"
"49","청주","후쿠오카현","2016-03-01","1,080","불검출","불검출","적합"
"50","빵류(케이크)","훗카이도","2016-02-22","50","불검출","불검출","적합"
"51","빵류(케이크)","훗카이도","2016-02-22","205","불검출","불검출","적합"
"52","혼합제제","기후현","2016-03-02","1.5","불검출","불검출","적합"
"53","빵류(케이크)","훗카이도","2016-02-22","342","불검출","불검출","적합"
"54","빵류(케이크)","돗토리현","2016-02-25","1,984","불검출","불검출","적합"
"55","빵류(케이크)","돗토리현","2016-02-23","1,856","불검출","불검출","적합"
"56","프로테아제(곰팡이
성:HUT)","아이치현","2015-12-12","50","불검출","불검출","적합"
"57","청주","효고현","2016-02-01","8,100","불검출","불검출","적합"
"58","향신료조제품(고추
냉이가공품)","나가노현","2016-01-22","335.4","불검출","불검출","적합"
"59","과자(스낵과자)","나가노현","2016-02-25","1,680","불검출","불검출","적합"
"60","수산물가공품","미야자키현","2016-02-09","150","불검출","불검출","적합"
"61","청주","교토부","2015-02-03","561.6","불검출","불검출","적합"
"62","청주","교토부","2016-02-18","1,440","불검출","불검출","적합"
"63","과자(스낵과자)","아이치현","2016-02-20","882","불검출","불검출","적합"
"64","청주","교토부","2016-02-18","518.4","불검출","불검출","적합"
"65","청주","효고현","2016-02-08","3,000","불검출","불검출","적합"
"66","캔디류(캐러멜)","도치기현","2016-02-04","9,251.7","불검출","불검출","적합"
"67","캔디류(캐러멜)","도치기현","2016-01-13","676.87","불검출","불검출","적합"
"68","과자(쿠키)","군마현","2016-01-27","216.96","불검출","불검출","적합"
"69","과자(쿠키)","군마현","2016-01-18","62.16","불검출","불검출","적합"
"70","곡류가공품","아이치현","2015-01-07","576","불검출","불검출","적합"
"71","기타코코아가공품","이바라키현","2016-01-21","40","불검출","불검출","적합"
"72","캔디류(캐러멜)","군마현","2016-01-14","401.57","불검출","불검출","적합"
"73","탄산음료","오사카부","2016-02-27","2,160","불검출","불검출","적합"
"74","맥주","오이타현","2016-01-26","32,844","불검출","불검출","적합"
"75","코코아분말","가나가와현","2016-01-24","15.84","불검출","불검출","적합"
"76","혼합제제","사이타마현","2016-01-15","35","불검출","불검출","적합"
"77","과자(웨이퍼)","오사카부","2016-01-25","1,182.6","불검출","불검출","적합"
"78","소스류","효고현","2015-12-25","44","불검출","불검출","적합"
"79","혼합제제","미에현","2015-12-17","100","불검출","불검출","적합"
"80","볶은커피","미에현","2016-02-11","252","불검출","불검출","적합"
"81","볶은커피","미에현","2016-01-20","252","불검출","불검출","적합"
