"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","86","","398,206","","",""
"1","국수","구마모토현","2016-01-27","354.6","불검출","불검출","적합"
"2","캔디류(양갱)","아이치현","2016-01-05","432","불검출","불검출","적합"
"3","과자(스낵과자)","아이치현","2016-02-04","126","불검출","불검출","적합"
"4","청주","오이타현","2015-12-17","360","불검출","불검출","적합"
"5","음료베이스","후쿠오카현","2016-02-29","300","불검출","불검출","적합"
"6","청주","도치기현","2016-02-05","1,036.8","불검출","불검출","적합"
"7","소스류","지바현","2015-12-23","2,440.8","불검출","불검출","적합"
"8","합성착향료","야마가타현","2016-02-19","11","불검출","불검출","적합"
"9","건조효모","도쿄도","2016-01-29","10","불검출","불검출","적합"
"10","수산물가공품","오카야마현","2015-10-21","40","불검출","불검출","적합"
"11","당류가공품","지바현","2015-07-13","148","불검출","불검출","적합"
"12","화이트초콜릿","사가현","2015-08-04","300","불검출","불검출","적합"
"13","볶은커피","오사카부","2016-01-29","1,520.7","불검출","불검출","적합"
