"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"14","과자(스낵과자)","가고시마현","2014-11-21","84.7","불검출","불검출","적합"
"15","캔디류(사탕)","도쿄도","2014-11-12","8","불검출","불검출","적합"
"16","초콜릿가공품","도쿄도","2014-11-19","79","불검출","불검출","적합"
"17","준초콜릿","도쿄도","2014-11-24","6.3","불검출","불검출","적합"
"18","준초콜릿","도쿄도","2014-11-12","15.1","불검출","불검출","적합"
"19","초콜릿가공품","도쿄도","2014-11-12","17.8","불검출","불검출","적합"
"20","캔디류(젤리)","도쿄도","2014-11-24","5.8","불검출","불검출","적합"
"21","캔디류(젤리)","도쿄도","2014-11-12","6.2","불검출","불검출","적합"
"22","초콜릿가공품","도쿄도","2014-11-24","66.6","불검출","불검출","적합"
"23","소스류","후쿠오카현","2014-12-08","1,800","불검출","불검출","적합"
"24","곡류가공품","후쿠오카현","2014-12-09","780","불검출","불검출","적합"
"25","자당지방산에스테
르","미에현","2014-10-02","3,600","불검출","불검출","적합"
"26","자당지방산에스테
르","미에현","2014-10-03","3,600","불검출","불검출","적합"
"27","혼합제제","효고현","2014-12-10","17","불검출","불검출","적합"
"28","혼합제제","효고현","2014-12-10","17","불검출","불검출","적합"
"29","혼합제제","효고현","2014-12-10","17","불검출","불검출","적합"
"30","소스류","교토부","2014-11-26","2,470","불검출","불검출","적합"
"31","소스류","교토부","2014-12-06","2,358","불검출","불검출","적합"
"32","소스류","교토부","2014-12-06","3,840","불검출","불검출","적합"
"33","소스류","교토부","2014-10-23","5,386.5","불검출","불검출","적합"
"34","소스류","교토부","2014-11-18","683.4","불검출","불검출","적합"
"35","소스류","교토부","2014-11-19","405","불검출","불검출","적합"
"36","초콜릿가공품","오사카부","2014-11-25","2,772","불검출","불검출","적합"
"37","소스류","교토부","2014-12-04","680","불검출","불검출","적합"
"38","소스류","교토부","2014-11-27","254","불검출","불검출","적합"
"39","소스류","교토부","2014-11-18","129","불검출","불검출","적합"
"40","복합조미식품","교토부","2014-12-05","330","불검출","불검출","적합"
"41","볶은커피","사이타마현","2014-10-28","1,800","불검출","불검출","적합"
"42","볶은커피","사이타마현","2014-10-27","300","불검출","불검출","적합"
"43","기타장류","효고현","2014-11-15","1,152","불검출","불검출","적합"
"44","볶은커피","사이타마현","2014-10-27","500","불검출","불검출","적합"
"45","드레싱","도쿄도","2014-11-26","180","불검출","불검출","적합"
"46","볶은커피","사이타마현","2014-10-24","36","불검출","불검출","적합"
"47","볶은커피","시즈오카현","2014-11-12","1,200","불검출","불검출","적합"
"48","혼합제제","오카야마현","2014-11-25","510","불검출","불검출","적합"
"49","볶은커피","사이타마현","2014-10-24","42","불검출","불검출","적합"
"50","맥주","후쿠오카현","2014-10-08","52,380","불검출","불검출","적합"
