"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"90","청주","이와테현","2014-11-27","54","불검출","불검출","적합"
"91","기타발효음료","시즈오카현","2013-09-11","25","불검출","불검출","적합"
"92","혼합제제","오카야마현","2014-11-27","30","불검출","불검출","적합"
"93","스피루리나 제품","도야마현","2014-11-05","612","불검출","불검출","적합"
"94","산화마그네슘","도쿠시마현","2014-11-24","500","불검출","불검출","적합"
"95","캔디류(사탕)","오사카부","2014-09-10","150","불검출","불검출","적합"
"96","청주","이와테현","2014-12-01","172.8","불검출","불검출","적합"
"97","청주","이와테현","2014-12-01","86.4","불검출","불검출","적합"
"98","청주","이와테현","2014-12-01","12.96","불검출","불검출","적합"
"99","드레싱","사이타마현","2014-10-27","136.8","불검출","불검출","적합"
"100","과자(비스킷)","이바라키현","2014-10-16","246","불검출","불검출","적합"
"101","과자(비스킷)","이바라키현","2014-10-31","583.2","불검출","불검출","적합"
"102","밀크초콜릿","가나가와현","2014-10-29","1,036.79","불검출","불검출","적합"
"103","국수","가가와현","2014-12-02","7,938","불검출","불검출","적합"
"104","국수","가가와현","2014-11-27","12,160","불검출","불검출","적합"
"105","어묵","사가현","2014-11-01","1,440","불검출","불검출","적합"
"106","카레","나라현","2014-11-21","2,600","불검출","불검출","적합"
"107","카레","나라현","2014-11-24","1,000","불검출","불검출","적합"
"108","혼합제제","시가현","2014-12-11","25","불검출","불검출","적합"
"109","카레","나라현","2014-12-03","400","불검출","불검출","적합"
"110","카레","나라현","2014-12-02","800","불검출","불검출","적합"
"111","혼합제제","효고현","2014-12-10","34","불검출","불검출","적합"
"112","어묵","야마구치현","2014-11-19","1,200","불검출","불검출","적합"
"113","소스류","지바현","2014-11-17","19.8","불검출","불검출","적합"
"114","소스류","지바현","2014-10-08","290.4","불검출","불검출","적합"
"115","합성착향료","가나가와현","2014-12-01","11","불검출","불검출","적합"
"116","합성착향료","가나가와현","2014-12-01","6","불검출","불검출","적합"
"117","혼합제제","와카야마현","2014-11-25","30","불검출","불검출","적합"
"118","혼합제제","오카야마현","2014-11-28","300","불검출","불검출","적합"
"119","수산물가공품","후쿠시마현","2014-11-22","600","불검출","불검출","적합"
"120","식초절임","나가노현","2014-11-25","525","불검출","불검출","적합"
"121","혼합제제","효고현","2014-10-20","12,500","불검출","불검출","적합"
"122","덱스트린","효고현","2014-11-01","2,000","불검출","불검출","적합"
"123","당류가공품","효고현","2014-12-04","1,160","불검출","불검출","적합"
"124","당류가공품","교토부","2014-06-09","213.9","불검출","불검출","적합"
"125","소스류","후쿠오카현","2014-12-10","2,880","불검출","불검출","적합"
"126","복합조미식품","효고현","2014-09-18","1,440","불검출","불검출","적합"
"127","드레싱","사가현","2014-11-07","1,170","불검출","불검출","적합"
"128","당류가공품","교토부","2014-10-08","39","불검출","불검출","적합"
"129","당류가공품","교토부","2014-04-01","36.9","불검출","불검출","적합"
