"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수","","","","","","","","중량(㎏)",""
"합계","324","1,191,838","0","0","241","1,096,541","2","774","81","94,523"
"12.29","177","526,963","0","0","121","498,613","2","774","54","27,576"
"12.30","147","664,875","0","0","120","597,928","0","0","27","66,947"
"12.31","","","","","","","","","",""
"1.2","","","","","","","","","",""
