"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장대구","홋카이도","2018-05-11","390","불검출","불검출","적합"
"2","냉장돔(황돔)","야마구치현","2018-05-11","25","불검출","불검출","적합"
"3","냉장갈치","후쿠오카현","2018-05-11","305","불검출","불검출","적합"
"4","냉장명태","홋카이도","2018-05-11","1,812","불검출","불검출","적합"
"5","냉장명태","홋카이도","2018-05-11","3,900","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2018-05-11","1,406","불검출","불검출","적합"
"7","냉장명태","홋카이도","2018-05-11","1,418","불검출","불검출","적합"
"8","냉장대구","홋카이도","2018-05-11","1,500","불검출","불검출","적합"
"9","냉장명태","홋카이도","2018-05-11","2,353","불검출","불검출","적합"
"10","냉장명태","홋카이도","2018-05-11","2,041","불검출","불검출","적합"
"11","냉장명태","홋카이도","2018-05-11","1,772","불검출","불검출","적합"
"12","냉장명태","홋카이도","2018-05-11","1,460","불검출","불검출","적합"
"13","냉장돔(황돔)","야마구치현","2018-05-11","145","불검출","불검출","적합"
"14","냉장명태","홋카이도","2018-05-11","1,200","불검출","불검출","적합"
"15","냉장대구","홋카이도","2018-05-11","1,500","불검출","불검출","적합"
"16","냉장민어(수조기)","후쿠오카현","2018-05-11","65","불검출","불검출","적합"
"17","냉장갈치","오이타현","2018-05-11","100","불검출","불검출","적합"
"18","활가리비","홋카이도","2018-05-11","6,340","불검출","불검출","적합"
"19","냉장명태","홋카이도","2018-05-11","2,353","불검출","불검출","적합"
"20","냉장명태","홋카이도","2018-05-11","2,366","불검출","불검출","적합"
