"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"146","소스","히로시마현","2018-04-16","1,510","불검출","불검출","적합"
"147","카레(커리)","사이타마현","2018-03-31","4,775","불검출","불검출","적합"
"148","캔디류","아이치현","2018-04-03","168","불검출","불검출","적합"
"149","기타가공품","사이타마현","2018-04-08","195","불검출","불검출","적합"
"150","기타가공품","사이타마현","2018-04-10","189","불검출","불검출","적합"
"151","과자","아이치현","2018-03-05","60","불검출","불검출","적합"
"152","청주","도치기현","2018-04-11","4,050","불검출","불검출","적합"
"153","혼합제제","사이타마현","2018-04-13","104","불검출","불검출","적합"
"154","혼합음료","도쿄도","2018-02-07","830","불검출","불검출","적합"
"155","숙면","KAGAWA","2018-04-21","2,600","불검출","불검출","적합"
"156","카레(커리)","사이타마현","2018-03-29","4,775","불검출","불검출","적합"
"157","카레(커리)","사이타마현","2018-03-30","4,775","불검출","불검출","적합"
"158","청국장","미에현","2018-03-12","7,348","불검출","불검출","적합"
