"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"114","즉석조리식품","나가노현","2018-08-08","5,338","불검출","불검출","적합"
"115","소스","도치기현","2018-07-07","864","불검출","불검출","적합"
"116","소스","도치기현","2018-07-06","864","불검출","불검출","적합"
"117","양념젓갈","후쿠오카현","2018-07-12","48","불검출","불검출","적합"
"118","양념젓갈","후쿠오카현","2018-07-11","64","불검출","불검출","적합"
"119","기타가공품","지바현","2018-07-20","52","불검출","불검출","적합"
"120","양념젓갈","후쿠오카현","2018-08-10","304","불검출","불검출","적합"
"121","카레(커리)","나가노현","2018-04-27","6,237","불검출","불검출","적합"
"122","카레(커리)","나가노현","2018-04-26","2,673","불검출","불검출","적합"
"123","소주","사가현","2018-06-13","79","불검출","불검출","적합"
"124","소주","사가현","2018-05-25","79","불검출","불검출","적합"
"125","맥주","후쿠오카현","2018-08-11","29,250","불검출","불검출","적합"
"126","리큐르","가나가와현","2018-08-10","84","불검출","불검출","적합"
"127","리큐르","가나가와현","2018-08-10","30","불검출","불검출","적합"
