"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동꽁치","대만","2018-09-19","44,600","적합","적합","적합"
"2","냉동명태(F)","러시아","2018-09-19","9,683","적합","적합","적합"
"3","냉동명태(F)","러시아","2018-09-19","14,400","적합","적합","적합"
"4","냉동꽁치","대만","2018-09-19","65,300","적합","적합","적합"
"5","냉동명태(F)","러시아","2018-09-19","13,250","적합","적합","적합"
"6","냉동상어(청상아리,F)","대만","2018-09-19","3,131","적합","적합","적합"
"7","냉동명태(F)","러시아","2018-09-19","21,450","적합","적합","적합"
"8","마른명태","러시아","2018-09-19","16,918","적합","적합","적합"
"9","냉동명태(F)","러시아","2018-09-19","20,000","적합","적합","적합"
"10","냉동대구(F)","러시아","2018-09-19","6,000","적합","적합","적합"
"11","냉동꽁치","대만","2018-09-19","22,490","적합","적합","적합"
"12","냉동꽁치","대만","2018-09-19","88,690","적합","적합","적합"
"13","냉동명태","러시아","2018-09-19","500,004","적합","적합","적합"
"합계","","-","-","825,916","-","-","-"
