"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏) 건수","","중량(㎏)",""
"합계","523","2,721,491","1","29","424","2,637,508","12","7,327","86","76,626"
"9.10","88","597,852","1","29","67","582,620","2","543","18","14,659"
"9.11","106","218,973","0","0","92","215,729","0","0","14","3,244"
"9.12","80","572,642","0","0","64","533,067","3","5,384","13","34,191"
"9.13","115","550,479","0","0","89","543,296","1","78","25","7,105"
"9.14","134","781,545","0","0","112","762,796","6","1,322","16","17,427"
