"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2018-09-17","6,912","적합","적합","적합"
"2","냉장명태","홋카이도","2018-09-17","1,300","적합","적합","적합"
"3","냉장명태","홋카이도","2018-09-17","1,300","적합","적합","적합"
"4","냉장돔(참돔)","야마구치현","2018-09-17","345","적합","적합","적합"
"5","냉장돔(참돔)","나가사키현","2018-09-17","536","적합","적합","적합"
"6","냉장돔(황돔)","야마구치현","2018-09-17","40","적합","적합","적합"
"7","냉장병어","가가와현","2018-09-17","10","적합","적합","적합"
"8","냉장명태","홋카이도","2018-09-17","1,300","적합","적합","적합"
"9","냉장돔(참돔)","야마구치현","2018-09-17","390","적합","적합","적합"
"10","냉장돔(황돔)","나가사키현","2018-09-17","560","적합","적합","적합"
"11","냉장돔(황돔)","야마구치현","2018-09-17","765","적합","적합","적합"
"12","냉장돔(황돔)","나가사키현","2018-09-17","1,824","적합","적합","적합"
"13","냉장돔(황돔)","나가사키현","2018-09-17","312","적합","적합","적합"
"14","활가리비","홋카이도","2018-09-17","7,000","적합","적합","적합"
"15","냉장명태","홋카이도","2018-09-17","2,600","적합","적합","적합"
"16","활가리비","홋카이도","2018-09-17","7,000","적합","적합","적합"
"17","냉장명태","홋카이도","2018-09-17","1,300","적합","적합","적합"
"18","냉장명태","홋카이도","2018-09-17","1,300","적합","적합","적합"
"19","냉장홍어","야마구치현","2018-09-17","252","적합","적합","적합"
"20","냉장돔(참돔)","야마구치현","2018-09-17","380","적합","적합","적합"
