"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","468,893","-","-","-"
"1","냉동명태(F)","러시아","2016-11-08","37,320","불검출","불검출","적합"
"2","냉동대구(F)","러시아","2016-11-08","1,800","불검출","불검출","적합"
"3","냉동상어
(청상아리)","대만","2016-11-08","7,829","불검출","불검출","적합"
"4","냉동가자미
(각시가자미)","러시아","2016-11-08","22,050","불검출","불검출","적합"
"5","냉동꽁치","대만","2016-11-08","150,839","불검출","불검출","적합"
"6","냉동명태(F)","러시아","2016-11-08","15,494","불검출","불검출","적합"
"7","냉동가자미
(각시가자미)","러시아","2016-11-08","22,500","불검출","불검출","적합"
"8","냉동꽁치","대만","2016-11-08","211,061","불검출","불검출","적합"
