"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","162,606","-","-","-"
"1","활돔(쥐돔)","미야자키현","2016-11-09","1,641","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-11-09","6,900","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-11-09","6,250","불검출","불검출","적합"
"4","냉장돔(참돔)","야마구치현","2016-11-09","275","불검출","불검출","적합"
"5","냉동홍어","홋카이도","2016-11-09","12,978","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-11-09","3,612","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-11-09","7,055","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-11-09","12,897","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2016-11-09","3,315","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-11-09","2,908","불검출","불검출","적합"
"11","활가리비","홋카이도","2016-11-09","3,489","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2016-11-09","9,208","불검출","불검출","적합"
"13","냉장갈치","오이타현","2016-11-09","900","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-11-09","2,650","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-11-09","2,650","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-11-09","3,000","불검출","불검출","적합"
