"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"35","냉장홍어","야마구치현","2016-11-08","170","불검출","불검출","적합"
"36","냉장명태","홋카이도","2016-11-08","5,500","불검출","불검출","적합"
"37","냉장명태","홋카이도","2016-11-08","4,060","불검출","불검출","적합"
"38","냉장명태","홋카이도","2016-11-08","5,596","불검출","불검출","적합"
"39","활꼬막","사가현","2016-11-08","1,600","불검출","불검출","적합"
"40","활꼬막(새꼬막)","사가현","2016-11-08","320","불검출","불검출","적합"
"41","냉장갈치","후쿠오카현","2016-11-08","825","불검출","불검출","적합"
"42","냉장명태","홋카이도","2016-11-08","5,200","불검출","불검출","적합"
"43","냉장돔(황돔)","야마구치현","2016-11-08","90","불검출","불검출","적합"
"44","냉장홍어","홋카이도","2016-11-08","1,445","불검출","불검출","적합"
"45","냉장갈치","오이타현","2016-11-08","730","불검출","불검출","적합"
"46","냉장갈치","오이타현","2016-11-08","368","불검출","불검출","적합"
"47","냉장갈치","후쿠오카현","2016-11-08","665","불검출","불검출","적합"
"48","냉장갈치","오이타현","2016-11-08","340","불검출","불검출","적합"
"49","냉장명태","홋카이도","2016-11-08","3,300","불검출","불검출","적합"
"50","냉장갈치","야마구치현","2016-11-08","1,447","불검출","불검출","적합"
"51","냉장명태","홋카이도","2016-11-08","2,000","불검출","불검출","적합"
"52","냉장갈치","와카야마현","2016-11-08","2,024","불검출","불검출","적합"
