"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","후쿠오카현","2016-11-09","710","불검출","불검출","적합"
"18","냉장갈치","오이타현","2016-11-09","340","불검출","불검출","적합"
"19","냉장돔(황돔)","야마구치현","2016-11-09","230","불검출","불검출","적합"
"20","냉장민어(수조기)","야마구치현","2016-11-09","70","불검출","불검출","적합"
"21","냉장가오리","야마구치현","2016-11-09","500","불검출","불검출","적합"
"22","냉장홍어","야마구치현","2016-11-09","300","불검출","불검출","적합"
"23","냉장갈치","오이타현","2016-11-09","1,535","불검출","불검출","적합"
"24","냉장갈치","야마구치현","2016-11-09","395","불검출","불검출","적합"
"25","냉장돔(참돔)","야마구치현","2016-11-09","590","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-11-09","2,100","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2016-11-09","8,948","불검출","불검출","적합"
"28","활우렁쉥이","홋카이도","2016-11-09","8,953","불검출","불검출","적합"
"29","활우렁쉥이","홋카이도","2016-11-09","8,961","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-11-09","6,915","불검출","불검출","적합"
"31","냉장갈치","오이타현","2016-11-09","605","불검출","불검출","적합"
"32","냉장갈치","미야자키현","2016-11-09","400","불검출","불검출","적합"
"33","냉장갈치","후쿠오카현","2016-11-09","136","불검출","불검출","적합"
"34","냉장돔(참돔)","야마구치현","2016-11-09","360","불검출","불검출","적합"
