"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"53","냉장명태","홋카이도","2016-11-08","1,800","불검출","불검출","적합"
"54","냉장명태","홋카이도","2016-11-08","1,800","불검출","불검출","적합"
"55","마른개아지살
(가리비,자숙)","홋카이도","2016-11-08","600","불검출","불검출","적합"
"56","냉동갈치","나가사키현","2016-11-08","18,000","불검출","불검출","적합"
"57","활가리비","홋카이도","2016-11-08","7,124","불검출","불검출","적합"
"58","활가리비","홋카이도","2016-11-08","7,954","불검출","불검출","적합"
"59","활우렁쉥이","홋카이도","2016-11-08","9,397","불검출","불검출","적합"
"60","활우렁쉥이","홋카이도","2016-11-08","6,621","불검출","불검출","적합"
"61","활가리비","홋카이도","2016-11-08","1,737","불검출","불검출","적합"
"62","활우렁쉥이","홋카이도","2016-11-08","3,277","불검출","불검출","적합"
"63","활우렁쉥이","홋카이도","2016-11-08","9,963","불검출","불검출","적합"
"64","냉동새우살","도야마현","2016-11-08","100","불검출","불검출","적합"
