"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장홍어","홋카이도","2016-11-11","3,940","불검출","불검출","적합"
"18","냉동다랑어
(남방참다랑어,목살)","태평양","2016-11-11","315","불검출","불검출","적합"
"19","활가리비","홋카이도","2016-11-11","5,968","불검출","불검출","적합"
"20","활돔(벵에돔)","사가현","2016-11-11","1,348","불검출","불검출","적합"
"21","활우렁쉥이","홋카이도","2016-11-11","8,943","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2016-11-11","9,046","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-11-11","2,660","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-11-11","2,840","불검출","불검출","적합"
"25","냉장갈치","오이타현","2016-11-11","1,810","불검출","불검출","적합"
"26","냉장갈치","미야자키현","2016-11-11","80","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-11-11","4,500","불검출","불검출","적합"
"28","냉동돔(황돔)","야마구치현","2016-11-11","3,530","불검출","불검출","적합"
"29","활가리비","홋카이도","2016-11-11","7,141","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-11-11","3,212","불검출","불검출","적합"
"31","활가리비","홋카이도","2016-11-11","6,954","불검출","불검출","적합"
"32","냉동상어
(청상아리)","대서양","2016-11-11","13,327","불검출","불검출","적합"
"33","냉동상어
(청상아리,F)","대서양","2016-11-11","388","불검출","불검출","적합"
"34","냉동개복치(F)","대서양","2016-11-11","1,159","불검출","불검출","적합"
"35","활바리(자바리)","나가사키현","2016-11-11","295","불검출","불검출","적합"
"36","활우렁쉥이","홋카이도","2016-11-11","8,792","불검출","불검출","적합"
"37","냉동기름치","대서양","2016-11-11","10,120","불검출","불검출","적합"
"38","활우렁쉥이","홋카이도","2016-11-11","9,556","불검출","불검출","적합"
