"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","435","2,380,082","1","9,856","369","2,280,070","4","119","61","90,038"
"11.7","60","43,391","0","0","46","40,086","0","0","14","3,305"
"11.8","82","174,732","0","0","67","149,291","1","15","14","25,427"
"11.9","116","544,887","1","9,856","106","509,191","1","56","8","25,784"
"11.10","83","339,945","0","0","63","323,220","1","13","19","16,712"
"11.11","94","1,277,127","0","0","87","1,258,282","1","35","6","18,810"
