"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","134,147","-","-","-"
"1","활가리비","홋카이도","2016-11-11","8,000","불검출","불검출","적합"
"2","냉장갈치","후쿠오카현","2016-11-11","1,360","불검출","불검출","적합"
"3","활꼬막","후쿠오카현","2016-11-11","3,600","불검출","불검출","적합"
"4","냉장갈치","오이타현","2016-11-11","415","불검출","불검출","적합"
"5","냉장돔(참돔)","야마구치현","2016-11-11","310","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2016-11-11","80","불검출","불검출","적합"
"7","냉장홍어","야마구치현","2016-11-11","120","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-11-11","4,000","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-11-11","1,990","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2016-11-11","3,778","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-11-11","720","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-11-11","780","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-11-11","720","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-11-11","780","불검출","불검출","적합"
"15","냉동다랑어
(눈다랑어,목살)","태평양","2016-11-11","390","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-11-11","1,180","불검출","불검출","적합"
