"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","활가리비","홋카이도","2016-11-08","7,422","불검출","불검출","적합"
"18","활가리비","홋카이도","2016-11-08","7,141","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-11-08","3,913","불검출","불검출","적합"
"20","냉장돔(황돔)","야마구치현","2016-11-08","55","불검출","불검출","적합"
"21","냉장가오리","야마구치현","2016-11-08","500","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2016-11-08","1,401","불검출","불검출","적합"
"23","활가리비","홋카이도","2016-11-08","7,943","불검출","불검출","적합"
"24","활우렁쉥이","홋카이도","2016-11-08","9,297","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-11-08","1,502","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2016-11-08","584","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-11-08","4,000","불검출","불검출","적합"
"28","냉장갈치","오이타현","2016-11-08","385","불검출","불검출","적합"
"29","냉장갈치","미야자키현","2016-11-08","1,015","불검출","불검출","적합"
"30","냉장홍어","홋카이도","2016-11-08","159","불검출","불검출","적합"
"31","냉장홍어","홋카이도","2016-11-08","2,206","불검출","불검출","적합"
"32","활우렁쉥이","홋카이도","2016-11-08","8,953","불검출","불검출","적합"
"33","냉장갈치","오이타현","2016-11-08","300","불검출","불검출","적합"
"34","냉장갈치","야마구치현","2016-11-08","370","불검출","불검출","적합"
