"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","215,238","-","-","-"
"1","활가리비","홋카이도","2016-11-08","6,980","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2016-11-08","7,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-11-08","7,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-11-08","7,800","불검출","불검출","적합"
"5","냉장돔(황돔)","나가사키현","2016-11-08","124","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-11-08","1,000","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-11-08","2,910","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2016-11-08","1,000","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-11-08","2,700","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-11-08","2,690","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2016-11-08","2,450","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2016-11-08","168","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2016-11-08","4,646","불검출","불검출","적합"
"14","냉장갈치","에히메현","2016-11-08","100","불검출","불검출","적합"
"15","활가리비","홋카이도","2016-11-08","6,102","불검출","불검출","적합"
"16","활돔(강담돔)","나가사키현","2016-11-08","1,369","불검출","불검출","적합"
