"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"48","혼합제제","이바라키현","2018-10-22","1,200","불검출","불검출","적합"
"49","혼합제제","히로시마현","2018-10-30","135","불검출","불검출","적합"
"50","혼합제제","이바라키현","2018-10-31","810","불검출","불검출","적합"
"51","기타가공품","기후현","2018-11-15","69","불검출","불검출","적합"
"52","소스","도치기현","2018-09-11","12,355","불검출","불검출","적합"
"53","청주","아오모리현","2018-11-01","86","불검출","불검출","적합"
"54","청주","이와테현","2018-07-17","86","불검출","불검출","적합"
"55","청주","아오모리현","2018-10-09","86","불검출","불검출","적합"
"56","구연산","가고시마현","2018-10-10","25","불검출","불검출","적합"
"57","어묵","효고현","2018-10-29","6,154","불검출","불검출","적합"
"58","맥주","오이타현","2018-10-19","115,920","불검출","불검출","적합"
"59","소주","미야자키현","2018-10-02","216","불검출","불검출","적합"
"60","소주","미야자키현","2018-10-09","270","불검출","불검출","적합"
"61","청주","교토부","2018-09-27","22","불검출","불검출","적합"
"62","청주","효고현","2018-09-11","18","불검출","불검출","적합"
"63","청주","교토부","2018-09-07","180","불검출","불검출","적합"
"64","청주","교토부","2018-09-07","360","불검출","불검출","적합"
"65","청주","교토부","2018-10-02","72","불검출","불검출","적합"
"66","청주","효고현","2018-09-05","154","불검출","불검출","적합"
"67","기타 수산물가공품","아이치현","2018-11-01","10,000","불검출","불검출","적합"
"68","어묵","사가현","2018-10-31","1,470","불검출","불검출","적합"
"69","어묵","시마네현","2018-11-01","143","불검출","불검출","적합"
"70","캔디류","오사카부","2018-08-31","95","불검출","불검출","적합"
"71","캔디류","오사카부","2018-08-31","95","불검출","불검출","적합"
"72","캔디류","오사카부","2018-08-31","86","불검출","불검출","적합"
"73","캔디류","오사카부","2018-09-30","95","불검출","불검출","적합"
"74","캔디류","오사카부","2018-08-31","86","불검출","불검출","적합"
"75","소스","히로시마현","2018-10-29","2,268","불검출","불검출","적합"
"76","소스","히로시마현","2018-11-01","1,980","불검출","불검출","적합"
"77","소스","히로시마현","2018-11-19","396","불검출","불검출","적합"
"78","소스","히로시마현","2018-11-06","1,320","불검출","불검출","적합"
"79","시클로덱스트린시
럽","시즈오카현","2018-09-20","8,000","불검출","불검출","적합"
"80","밀크초콜릿","훗카이도","2018-11-05","1,020","불검출","불검출","적합"
