"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","혼합제제","히로시마현","2018-11-13","15","불검출","불검출","적합"
"16","절임식품","도쿄도","2018-11-16","68","불검출","불검출","적합"
"17","혼합제제","효고현","2018-11-14","34","불검출","불검출","적합"
"18","혼합제제","효고현","2018-11-14","17","불검출","불검출","적합"
"19","혼합제제","효고현","2018-11-14","51","불검출","불검출","적합"
"20","혼합제제","시즈오카현","2018-11-05","100","불검출","불검출","적합"
"21","혼합제제","효고현","2018-11-14","15","불검출","불검출","적합"
"22","고형차","교토부","2018-10-29","24","불검출","불검출","적합"
"23","고형차","교토부","2018-10-29","24","불검출","불검출","적합"
"24","빵류","훗카이도","2018-10-23","9,901","불검출","불검출","적합"
"25","폴리이소부틸렌","가나가와현","2018-05-10","12,800","불검출","불검출","적합"
"26","혼합제제","사이타마현","2018-11-09","54","불검출","불검출","적합"
"27","혼합제제","시즈오카현","2018-07-18","20","불검출","불검출","적합"
"28","초콜릿가공품","이바라키현","2018-10-17","17,688","불검출","불검출","적합"
"29","초콜릿가공품","이바라키현","2018-10-18","17,232","불검출","불검출","적합"
"30","과자","이바라키현","2018-10-29","1,150","불검출","불검출","적합"
"31","초콜릿가공품","이바라키현","2018-10-17","816","불검출","불검출","적합"
"32","혼합제제","시즈오카현","2018-10-29","406","불검출","불검출","적합"
"33","복합조미식품","이바라키현","2018-07-06","50","불검출","불검출","적합"
"34","복합조미식품","사이타마현","2018-07-13","63","불검출","불검출","적합"
"35","절임식품","도치기현","2018-11-16","32","불검출","불검출","적합"
"36","조제커피","효고현","2018-10-19","225","불검출","불검출","적합"
"37","조제커피","효고현","2018-10-16","225","불검출","불검출","적합"
"38","혼합제제","효고현","2018-11-12","45","불검출","불검출","적합"
"39","혼합제제","효고현","2018-11-09","15","불검출","불검출","적합"
"40","혼합제제","효고현","2018-11-09","45","불검출","불검출","적합"
"41","혼합제제","효고현","2018-11-08","45","불검출","불검출","적합"
"42","혼합제제","효고현","2018-11-09","15","불검출","불검출","적합"
"43","당류가공품","오카야마현","2018-09-20","16,000","불검출","불검출","적합"
"44","트랜스글루코시다
아제","시가현","2018-11-01","113","불검출","불검출","적합"
"45","혼합제제","이바라키현","2018-10-31","660","불검출","불검출","적합"
"46","혼합제제","히로시마현","2018-10-25","30","불검출","불검출","적합"
"47","혼합제제","히로시마현","2018-11-02","15","불검출","불검출","적합"
