"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장명태","홋카이도","2018-12-04","1,000","적합","적합","적합"
"22","냉장명태","홋카이도","2018-12-04","2,670","적합","적합","적합"
"23","냉동다랑어(남방참다랑어,목살)","대서양","2018-12-04","82","적합","적합","적합"
"24","활우렁쉥이","홋카이도","2018-12-04","8,296","적합","적합","적합"
"25","활우렁쉥이","홋카이도","2018-12-04","8,528","적합","적합","적합"
"26","활방어","에히메현","2018-12-04","7,872","적합","적합","적합"
"27","냉장돔(황돔)","야마구치현","2018-12-04","200","적합","적합","적합"
"28","냉장홍어","홋카이도","2018-12-04","483","적합","적합","적합"
"29","냉장명태","홋카이도","2018-12-04","4,714","적합","적합","적합"
"30","냉장돔(황돔)","나가사키현","2018-12-04","454","적합","적합","적합"
"31","냉동상어(청상아리,F)","인도양","2018-12-04","1,792","적합","적합","적합"
"32","냉장홍어","홋카이도","2018-12-04","3,383","적합","적합","적합"
"33","냉장명태","홋카이도","2018-12-04","4,166","적합","적합","적합"
"34","활방어","에히메현","2018-12-04","5,476","적합","적합","적합"
"35","활우렁쉥이","홋카이도","2018-12-04","8,843","적합","적합","적합"
"36","활꼬막","홋카이도","2018-12-04","380","적합","적합","적합"
"37","활돔(참돔)","에히메현","2018-12-04","2,805","적합","적합","적합"
"38","냉장홍어","홋카이도","2018-12-04","2,685","적합","적합","적합"
"39","활돔(참돔)","에히메현","2018-12-04","4,879","적합","적합","적합"
"40","활방어","에히메현","2018-12-04","1,315","적합","적합","적합"
"41","활돔(참돔)","에히메현","2018-12-04","2,946","적합","적합","적합"
"42","냉장가오리","야마구치현","2018-12-04","145","적합","적합","적합"
"합계","","-","-","155,607","-","-","-"
