"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","과·채음료","후쿠오카현","2018-09-10","450","불검출","불검출","적합"
"16","과·채음료","후쿠오카현","2018-09-26","1,350","불검출","불검출","적합"
"17","과·채음료","후쿠오카현","2018-10-03","450","불검출","불검출","적합"
"18","당류가공품","교토부","2018-10-16","96","불검출","불검출","적합"
"19","캔디류","아이치현","2018-11-13","514","불검출","불검출","적합"
"20","혼합제제","오카야마현","2018-11-20","105","불검출","불검출","적합"
"21","캔디류","아이치현","2018-11-13","128","불검출","불검출","적합"
"22","청주","효고현","2018-10-26","864","불검출","불검출","적합"
"23","청주","효고현","2018-10-26","43","불검출","불검출","적합"
"24","청주","교토부","2018-11-07","9,180","불검출","불검출","적합"
"25","맥주","후쿠오카현","2018-11-05","381,197","불검출","불검출","적합"
"26","청주","효고현","2018-10-10","180","불검출","불검출","적합"
"27","청주","효고현","2018-11-14","1,080","불검출","불검출","적합"
"28","청주","효고현","2018-10-01","984","불검출","불검출","적합"
"29","청주","효고현","2018-10-09","108","불검출","불검출","적합"
"30","청주","효고현","2018-10-11","432","불검출","불검출","적합"
"31","청주","효고현","2018-10-11","432","불검출","불검출","적합"
"32","청주","효고현","2018-10-24","43","불검출","불검출","적합"
"33","청주","효고현","2018-10-01","86","불검출","불검출","적합"
"34","소주","아이치현","2018-09-14","756","불검출","불검출","적합"
"35","청주","효고현","2018-10-15","108","불검출","불검출","적합"
"36","곡류가공품","도쿄도","2018-09-01","320","불검출","불검출","적합"
"37","어묵","효고현","2018-11-18","6,154","불검출","불검출","적합"
"38","소스","효고현","2018-10-16","270","불검출","불검출","적합"
"39","건면","효고현","2018-09-01","96","불검출","불검출","적합"
"40","기타
수산물가공
품","효고현","2018-10-29","96","불검출","불검출","적합"
"41","된장","아이치현","2018-10-25","120","불검출","불검출","적합"
"42","발효식초","기후현","2018-08-27","816","불검출","불검출","적합"
"43","된장","교토부","2018-10-26","480","불검출","불검출","적합"
"44","소스","후쿠오카현","2018-10-30","150","불검출","불검출","적합"
"45","청주","효고현","2018-11-15","1,728","불검출","불검출","적합"
"46","맥주","오이타현","2018-10-18","197,568","불검출","불검출","적합"
"47","청주","효고현","2018-10-18","1,200","불검출","불검출","적합"
