"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동문어","모리타니","2018-12-04","23,178","적합","적합","적합"
"2","냉동꽁치","대만","2018-12-04","73,230","적합","적합","적합"
"3","냉동꽁치","대만","2018-12-04","174,231","적합","적합","적합"
"4","냉동명태(F)","러시아","2018-12-04","14,352","적합","적합","적합"
"5","냉동꽁치","대만","2018-12-04","138,639","적합","적합","적합"
"6","냉동꽁치","대만","2018-12-04","156,060","적합","적합","적합"
"7","냉동명태","러시아","2018-12-04","410,736","적합","적합","적합"
"8","냉동꽁치","대만","2018-12-04","98,998","적합","적합","적합"
"9","냉동명태(F)","러시아","2018-12-04","20,384","적합","적합","적합"
"10","냉동가자미(각시가자미)","러시아","2018-12-04","22,410","적합","적합","적합"
"11","마른명태","러시아","2018-12-04","1,640","적합","적합","적합"
"합계","","-","-","1,133,858","-","-","-"
