"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"81","탄산음료","사가현","2018-10-21","1,087","불검출","불검출","적합"
"82","혼합제제","오카야마현","2018-11-19","15","불검출","불검출","적합"
"83","탄산음료","사가현","2018-10-26","4,392","불검출","불검출","적합"
"84","혼합제제","오카야마현","2018-11-19","30","불검출","불검출","적합"
"85","혼합제제","오카야마현","2018-11-19","30","불검출","불검출","적합"
"86","과자","니가타현","2018-11-13","104","불검출","불검출","적합"
"87","탄산음료","사가현","2018-07-13","2,160","불검출","불검출","적합"
"88","과자","나가노현","2018-10-31","300","불검출","불검출","적합"
"89","탄산음료","사가현","2018-10-27","3,672","불검출","불검출","적합"
"90","캔디류","아이치현","2018-11-13","576","불검출","불검출","적합"
"91","캔디류","아이치현","2018-11-13","540","불검출","불검출","적합"
"92","탄산음료","사가현","2018-10-27","3,672","불검출","불검출","적합"
"93","과자","나가노현","2018-10-31","264","불검출","불검출","적합"
"94","캔디류","아이치현","2018-11-13","120","불검출","불검출","적합"
"95","캔디류","아이치현","2018-11-13","540","불검출","불검출","적합"
"96","캔디류","아이치현","2018-11-13","97","불검출","불검출","적합"
"97","캔디류","아이치현","2018-11-13","150","불검출","불검출","적합"
"98","캔디류","아이치현","2018-11-13","198","불검출","불검출","적합"
"99","과자","니가타현","2018-11-02","168","불검출","불검출","적합"
"100","캔디류","미에현","2018-10-26","422","불검출","불검출","적합"
"101","캔디류","미에현","2018-10-26","634","불검출","불검출","적합"
"102","캔디류","미에현","2018-10-18","634","불검출","불검출","적합"
"103","과자","나가노현","2018-11-14","120","불검출","불검출","적합"
"104","과자","아이치현","2018-11-08","144","불검출","불검출","적합"
"105","과자","아이치현","2018-11-08","120","불검출","불검출","적합"
"106","과자","시가현","2018-11-12","792","불검출","불검출","적합"
"107","탄산음료","사가현","2018-08-05","360","불검출","불검출","적합"
"108","탄산음료","사가현","2018-08-04","720","불검출","불검출","적합"
"109","탄산음료","사가현","2018-09-08","720","불검출","불검출","적합"
"110","소스","히로시마현","2018-10-05","780","불검출","불검출","적합"
"111","캔디류","아이치현","2018-10-06","684","불검출","불검출","적합"
"112","캔디류","아이치현","2018-10-02","307","불검출","불검출","적합"
"113","캔디류","아이치현","2018-10-02","288","불검출","불검출","적합"
