"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동꽁치","대만","2018-12-05","156,725","적합","적합","적합"
"2","냉동꽁치","대만","2018-12-05","696,144","적합","적합","적합"
"3","냉동상어(청상아리)","대만","2018-12-05","19,800","적합","적합","적합"
"4","냉동명태(F)","미국","2018-12-05","22,598","적합","적합","적합"
"5","냉동꽁치","대만","2018-12-05","106,265","적합","적합","적합"
"6","냉동꽁치","대만","2018-12-05","151,457","적합","적합","적합"
"7","냉동명태(F)","러시아","2018-12-05","21,260","적합","적합","적합"
"8","냉동꽁치","대만","2018-12-05","73,389","적합","적합","적합"
"9","냉동꽁치","대만","2018-12-05","21,996","적합","적합","적합"
"10","냉동명태(F)","러시아","2018-12-05","24,000","적합","적합","적합"
"11","냉동꽁치","대만","2018-12-05","853,011","적합","적합","적합"
"12","냉동가자미(각시가자미)","러시아","2018-12-05","22,012","적합","적합","적합"
"13","마른명태","러시아","2018-12-05","3,300","적합","적합","적합"
