"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"48","소스","지바현","2018-10-11","155","불검출","불검출","적합"
"49","혼합제제","와카야마현","2018-11-01","15","불검출","불검출","적합"
"50","혼합제제","와카야마현","2018-10-31","15","불검출","불검출","적합"
"51","혼합제제","와카야마현","2018-10-30","15","불검출","불검출","적합"
"52","어묵","ETC","2018-11-01","900","불검출","불검출","적합"
"53","볶은커피","미에현","2018-09-04","13","불검출","불검출","적합"
"54","어묵","ETC","2018-10-16","250","불검출","불검출","적합"
"55","소스","지바현","2018-10-22","871","불검출","불검출","적합"
"56","어묵","ETC","2018-10-01","3,000","불검출","불검출","적합"
"57","청주","교토부","2018-10-30","540","불검출","불검출","적합"
"58","어묵","ETC","2018-11-01","4,452","불검출","불검출","적합"
"59","어묵","ETC","2018-11-01","2,000","불검출","불검출","적합"
"60","청주","효고현","2018-10-11","270","불검출","불검출","적합"
"61","캔디류","아이치현","2018-11-12","300","불검출","불검출","적합"
"62","청주","효고현","2018-10-24","10,800","불검출","불검출","적합"
"63","청주","효고현","2018-10-15","1,200","불검출","불검출","적합"
"64","즉석조리식품","훗카이도","2018-11-02","312","불검출","불검출","적합"
"65","청주","효고현","2018-10-26","24,000","불검출","불검출","적합"
"66","소스","훗카이도","2018-09-27","1,600","불검출","불검출","적합"
"67","청주","효고현","2018-10-16","1,440","불검출","불검출","적합"
"68","청주","니가타현","2018-10-26","691","불검출","불검출","적합"
"69","캔디류","나가노현","2018-09-02","326","불검출","불검출","적합"
"70","기타 주류","지바현","2018-11-05","324","불검출","불검출","적합"
"71","염화마그네슘","오카야마현","2018-11-05","17,000","불검출","불검출","적합"
"72","청주","지바현","2018-11-05","173","불검출","불검출","적합"
"73","청주","니가타현","2018-10-25","86","불검출","불검출","적합"
"74","과자","훗카이도","2018-10-29","280","불검출","불검출","적합"
"75","소스","지바현","2018-09-26","1,032","불검출","불검출","적합"
"76","청주","니가타현","2018-10-22","4,776","불검출","불검출","적합"
"77","초콜릿가공품","니가타현","2018-10-22","150","불검출","불검출","적합"
"78","소스","훗카이도","2018-10-25","108","불검출","불검출","적합"
"79","소스","지바현","2018-10-05","151","불검출","불검출","적합"
"80","청주","니가타현","2018-10-23","173","불검출","불검출","적합"
