"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"147","소주","교토부","2018-10-29","6,221","불검출","불검출","적합"
"148","소스","후쿠오카현","2018-10-26","5,184","불검출","불검출","적합"
"149","당류가공품","교토부","2018-10-09","86","불검출","불검출","적합"
"150","당류가공품","교토부","2018-10-09","47","불검출","불검출","적합"
"151","캔디류","나라현","2018-11-09","810","불검출","불검출","적합"
"152","과자","도쿄도","2018-11-02","238","불검출","불검출","적합"
"153","과·채음료","후쿠오카현","2018-09-12","450","불검출","불검출","적합"
"154","소스","히로시마현","2018-10-12","2,640","불검출","불검출","적합"
"155","소스","히로시마현","2018-10-03","2,070","불검출","불검출","적합"
"156","소스","히로시마현","2018-10-13","180","불검출","불검출","적합"
"157","당류가공품","교토부","2018-10-12","58","불검출","불검출","적합"
"158","당류가공품","오사카부","2018-10-12","76","불검출","불검출","적합"
"159","당류가공품","교토부","2018-10-17","65","불검출","불검출","적합"
"160","소스","훗카이도","2018-10-15","408","불검출","불검출","적합"
"161","소스","훗카이도","2018-10-28","108","불검출","불검출","적합"
"162","과자","훗카이도","2018-10-29","210","불검출","불검출","적합"
"163","캔디류","오사카부","2018-10-11","256","불검출","불검출","적합"
"164","건면","나가노현","2018-09-15","218","불검출","불검출","적합"
"165","건면","나가노현","2018-09-29","180","불검출","불검출","적합"
"166","소스","히로시마현","2018-11-01","2,443","불검출","불검출","적합"
"167","소스","히로시마현","2018-10-30","1,290","불검출","불검출","적합"
"168","곡류가공품","시즈오카현","2018-09-20","2,000","불검출","불검출","적합"
"169","소스","히로시마현","2018-10-10","615","불검출","불검출","적합"
"170","소스","히로시마현","2018-09-27","1,049","불검출","불검출","적합"
"171","소스","히로시마현","2018-10-09","198","불검출","불검출","적합"
"172","소스","히로시마현","2018-10-10","6,930","불검출","불검출","적합"
"173","청주","기후현","2018-11-15","18,432","불검출","불검출","적합"
"174","화이트초콜릿","훗카이도","2018-11-05","90","불검출","불검출","적합"
"175","밀크초콜릿","훗카이도","2018-11-05","300","불검출","불검출","적합"
"176","밀크초콜릿","훗카이도","2018-11-05","300","불검출","불검출","적합"
"177","화이트초콜릿","훗카이도","2018-11-05","98","불검출","불검출","적합"
"178","맥주","후쿠오카현","2018-10-11","703,349","불검출","불검출","적합"
