"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","빵류(카스텔라)","사이타마현","2014-02-28","230.4","불검출","불검출","적합"
"18","빵류(카스텔라)","사이타마현","2014-02-28","163.2","불검출","불검출","적합"
"19","볶은커피","효고현","2014-04-04","33.6","불검출","불검출","적합"
"20","양조간장","효고현","2014-02-02","378","불검출","불검출","적합"
"21","혼합제제","사이타마현","2014-04-11","50","불검출","불검출","적합"
"22","혼합제제","시즈오카현","2014-04-10","924","불검출","불검출","적합"
"23","과자(비스킷)","이바라키현","2014-03-22","190.8","불검출","불검출","적합"
"24","과자(스낵과자)","아이치현","2014-04-08","330","불검출","불검출","적합"
"25","혼합제제","사이타마현","2014-04-01","100","불검출","불검출","적합"
"26","혼합제제","이바라키현","2014-04-08","270","불검출","불검출","적합"
"27","혼합제제","이바라키현","2014-04-08","135","불검출","불검출","적합"
"28","과자(스낵과자)","효고현","2014-04-08","820.8","불검출","불검출","적합"
"29","과자(스낵과자)","효고현","2014-04-03","547.2","불검출","불검출","적합"
"30","소스류","아오모리현","2014-02-03","384","불검출","불검출","적합"
"31","혼합제제","이바라키현","2014-03-19","240","불검출","불검출","적합"
"32","혼합제제","이바라키현","2014-04-03","450","불검출","불검출","적합"
"33","혼합제제","이바라키현","2014-04-04","720","불검출","불검출","적합"
"34","혼합제제","이바라키현","2014-03-31","1,500","불검출","불검출","적합"
"35","혼합제제","가나가와현","2014-04-02","30","불검출","불검출","적합"
"36","액상차","후쿠이현","2014-03-10","216","불검출","불검출","적합"
"37","과자(스낵과자)","고치현","2014-03-20","97.2","불검출","불검출","적합"
"38","액상차","후쿠이현","2014-03-03","204","불검출","불검출","적합"
"39","과자(크래커)","이와테현","2014-03-24","37.8","불검출","불검출","적합"
"40","식용색소적색제3호","오사카부","2014-04-04","400","불검출","불검출","적합"
"41","탄산음료","오이타현","2014-02-01","168","불검출","불검출","적합"
"42","탄산음료","오이타현","2014-03-14","168","불검출","불검출","적합"
"43","혼합음료","오사카부","2014-03-26","240","불검출","불검출","적합"
"44","액상차","미에현","2014-03-20","300","불검출","불검출","적합"
"45","탄산음료","아이치현","2014-03-09","300","불검출","불검출","적합"
"46","혼합제제","이바라키현","2014-03-25","460","불검출","불검출","적합"
"47","혼합제제","사이타마현","2014-03-04","300","불검출","불검출","적합"
"48","혼합제제","사이타마현","2014-03-27","240","불검출","불검출","적합"
"49","청주","도쿠시마현","2014-04-01","540","불검출","불검출","적합"
"50","과.채가공품","오카야마현","2014-02-05","9,600","불검출","불검출","적합"
"51","리큐르","사가현","2014-02-10","285.1","불검출","불검출","적합"
"52","과자(스낵과자)","사이타마현","2013-11-14","2,516","불검출","불검출","적합"
"53","혼합제제","시즈오카현","2014-04-03","50","불검출","불검출","적합"
"54","젖산","이바라키현","2014-04-01","9,360","불검출","불검출","적합"
"55","가공두부","후쿠오카현","2014-02-28","12,060","불검출","불검출","적합"
"56","수산물가공품","후쿠시마현","2014-04-09","120","불검출","불검출","적합"
"57","청주","니가타현","2014-03-14","25,920","불검출","불검출","적합"
"58","맥주","오이타현","2014-03-27","32,844","불검출","불검출","적합"
"59","청주","교토부","2014-03-18","86.4","불검출","불검출","적합"
"60","캔디류(사탕)","아이치현","2014-04-12","2,124","불검출","불검출","적합"
"61","청주","니가타현","2014-03-07","122.4","불검출","불검출","적합"
"62","캔디류(사탕)","아이치현","2014-04-15","1,920","불검출","불검출","적합"
"63","과자(한과류)","도쿠시마현","2014-04-05","576","불검출","불검출","적합"
"64","과자(한과류)","도쿠시마현","2014-04-06","540","불검출","불검출","적합"
"65","소주","미야자키현","2014-03-17","129.6","불검출","불검출","적합"
"66","기타가공품","훗카이도","2013-02-14","200","불검출","불검출","적합"
