"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","","283  358,523","1","19,200","","199  294,500","3","990","80","43,834"
"4.28","160","138,487","0","0","98","114,054","2","892","60","23,542"
"4.29","69","172,455","1","19,200","54","135,699","0","0","14","17,556"
"4.30","54","47,581","0","0","47","44,747","1","98","6","2,736"
"5.1","","","","","","","","","",""
"5.2","","","","","","","","","",""
