"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","떡류","니가타현","2014-04-04","1,596","불검출","불검출","적합"
"18","떡류","니가타현","2014-04-04","1,254","불검출","불검출","적합"
"19","떡류","니가타현","2014-04-04","912","불검출","불검출","적합"
"20","떡류","니가타현","2014-04-04","1,026","불검출","불검출","적합"
"21","떡류","니가타현","2014-04-04","912","불검출","불검출","적합"
"22","떡류","니가타현","2014-04-04","1,140","불검출","불검출","적합"
"23","떡류","니가타현","2014-04-04","1,140","불검출","불검출","적합"
"24","떡류","니가타현","2014-04-04","1,026","불검출","불검출","적합"
"25","떡류","니가타현","2014-04-04","1,026","불검출","불검출","적합"
"26","떡류","니가타현","2014-04-04","1,596","불검출","불검출","적합"
"27","합성착향료","가나가와현","2014-04-08","60","불검출","불검출","적합"
"28","혼합제제","시즈오카현","2014-03-31","5","불검출","불검출","적합"
"29","합성착향료","가나가와현","2014-04-08","10","불검출","불검출","적합"
"30","혼합제제","시즈오카현","2014-03-31","10","불검출","불검출","적합"
"31","탄산음료","도쿄도","2014-03-17","20,160","불검출","불검출","적합"
"32","빙과류","아이치현","2014-03-13","26,624.64","불검출","불검출","적합"
"33","풀루란","오카야마현","2014-03-09","240","불검출","불검출","적합"
"34","글리세린지방산에스테르","이바라키현","2014-02-17","15,000","불검출","불검출","적합"
"35","5'-이노신산이나트륨","가나가와현","2013-07-02","600","불검출","불검출","적합"
"36","과자(한과류)","나가노현","2014-04-05","2,688","불검출","불검출","적합"
"37","기타천연착향료","사이타마현","2014-04-04","154","불검출","불검출","적합"
"38","혼합제제","사이타마현","2014-04-11","99","불검출","불검출","적합"
"39","가공두부","후쿠오카현","2014-04-15","2,626.5","불검출","불검출","적합"
"40","효모추출물제품","오이타현","2013-11-26","800","불검출","불검출","적합"
"41","기타가공품","히로시마현","2014-02-20","300","불검출","불검출","적합"
"42","조미된장","아이치현","2014-04-07","9,000","불검출","불검출","적합"
"43","조미된장","아이치현","2014-03-10","7,000","불검출","불검출","적합"
"44","혼합제제","이와테현","2011-03-11","100","불검출","불검출","적합"
"45","조미된장","아이치현","2014-04-14","2,781","불검출","불검출","적합"
"46","이산화규소","미야자키현","2014-03-05","210","불검출","불검출","적합"
"47","소스류","아이치현","2014-02-06","340","불검출","불검출","적합"
"48","천연향신료","시즈오카현","2014-04-05","2,000","불검출","불검출","적합"
"49","혼합제제","오카야마현","2014-02-06","20","불검출","불검출","적합"
"50","과자(웨이퍼)","아이치현","2014-04-03","164.16","불검출","불검출","적합"
"51","과자(비스킷)","이바라키현","2014-03-19","277.2","불검출","불검출","적합"
"52","과자(비스킷)","이바라키현","2014-03-28","204.12","불검출","불검출","적합"
"53","과자(스낵과자)","기후현","2014-04-12","260","불검출","불검출","적합"
"54","캔디류(사탕)","후쿠시마현","2014-03-29","259.2","불검출","불검출","적합"
"55","캔디류(사탕)","후쿠시마현","2014-03-15","100.8","불검출","불검출","적합"
"56","캔디류(사탕)","후쿠시마현","2014-03-27","90","불검출","불검출","적합"
"57","캔디류(사탕)","미에현","2014-03-26","506.88","불검출","불검출","적합"
"58","캔디류(사탕)","미에현","2014-03-10","506.88","불검출","불검출","적합"
"59","카르복시메틸셀룰로오스나트륨","시마네현","2014-03-16","1,000","불검출","불검출","적합"
"60","과자(스낵과자)","이바라키현","2014-04-03","1,285.2","불검출","불검출","적합"
"61","과자(스낵과자)","이바라키현","2014-04-04","2,646","불검출","불검출","적합"
"62","과자(스낵과자)","이바라키현","2014-04-07","3,456","불검출","불검출","적합"
"63","재제소금(재제조소금)","오키나와현","2013-09-17","200","불검출","불검출","적합"
"64","산분해간장","나가사키현","2014-02-04","900","불검출","불검출","적합"
"65","산분해간장","나가사키현","2014-01-09","540","불검출","불검출","적합"
"66","소주","미야자키현","2014-01-29","108","불검출","불검출","적합"
