"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동명태","러시아","2018-05-03","1,011,510","불검출","불검출","적합"
"2","냉동가자미(각시가자미)","러시아","2018-05-03","23,000","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2018-05-03","4,840","불검출","불검출","적합"
"4","냉동명태(F)","러시아","2018-05-03","22,200","불검출","불검출","적합"
"5","냉동가자미(각시가자미)","미국","2018-05-03","8,325","불검출","불검출","적합"
"6","냉동명태","러시아","2018-05-03","455,563","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2018-05-03","19,800","불검출","불검출","적합"
"8","냉동가자미(각시가자미)","러시아","2018-05-03","22,500","불검출","불검출","적합"
"9","냉동가자미(각시가자미)","러시아","2018-05-03","22,050","불검출","불검출","적합"
"10","냉동대구(목살)","러시아","2018-05-03","10,778","불검출","불검출","적합"
"11","냉동명태","러시아","2018-05-03","8,400","불검출","불검출","적합"
"12","냉동가자미(각시가자미)","러시아","2018-05-03","22,050","불검출","불검출","적합"
"합계","","-","-","1,631,016","-","-","-"
