"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"85","캔디류","아이치현","2018-07-11","720","불검출","불검출","적합"
"86","청주","아오모리현","2018-07-02","86","불검출","불검출","적합"
"87","청주","이와테현","2018-06-12","250","불검출","불검출","적합"
"88","청주","아오모리현","2018-07-02","86","불검출","불검출","적합"
"89","소스","니가타현","2018-01-29","949","불검출","불검출","적합"
"90","소스","니가타현","2018-06-20","3,162","불검출","불검출","적합"
"91","건면","시즈오카현","2018-01-15","143","불검출","불검출","적합"
"92","청주","이와테현","2018-07-02","259","불검출","불검출","적합"
"93","곡류가공품","효고현","2018-07-02","1,200","불검출","불검출","적합"
"94","전분","가고시마현","2017-11-30","37,000","불검출","불검출","적합"
"95","당절임","대한민국","2017-03-17","16,405","불검출","불검출","적합"
"96","글리신","후쿠시마현","2018-04-13","99","불검출","불검출","적합"
"97","수산물가공품","돗토리현","2018-07-03","20","불검출","불검출","적합"
"98","홍국색소","시즈오카현","2018-07-02","30","불검출","불검출","적합"
"99","빵류","돗토리현","2018-06-30","5,704","불검출","불검출","적합"
"100","빵류","돗토리현","2018-06-30","3,434","불검출","불검출","적합"
"101","가공두부","후쿠오카현","2018-07-20","2,601","불검출","불검출","적합"
"102","캔디류","미에현","2018-06-11","169","불검출","불검출","적합"
"103","과자","히로시마현","2018-06-22","265","불검출","불검출","적합"
"104","기타가공품","오사카부","2018-07-20","29","불검출","불검출","적합"
