"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","127","","423,345","","",""
"1","당류가공품","오사카부","2016-04-08","198","불검출","불검출","적합"
"2","당류가공품","교토부","2016-04-11","157","불검출","불검출","적합"
"3","청주","효고현","2016-03-17","13,500","불검출","불검출","적합"
"4","소스류","훗카이도","2016-04-12","239","불검출","불검출","적합"
"5","청주","이와테현","2016-02-23","130","불검출","불검출","적합"
"6","청주","이와테현","2016-04-02","108","불검출","불검출","적합"
"7","혼합장","훗카이도","2016-04-07","3,140","불검출","불검출","적합"
"8","청주","이와테현","2016-04-05","1,400","불검출","불검출","적합"
"9","혼합제제","효고현","2016-04-15","30","불검출","불검출","적합"
"10","당류가공품","교토부","2016-03-25","43","불검출","불검출","적합"
"11","드레싱","사가현","2015-12-09","337","불검출","불검출","적합"
"12","폴리소르베이트20","와카야마현","2016-02-03","2,016","불검출","불검출","적합"
"13","청주","이와테현","2016-03-30","54","불검출","불검출","적합"
