"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","21","-","-","65,743","-","-","-"
"1","활가리비","홋카이도","2016-05-13","13,940","불검출","불검출","적합"
"2","냉장돔(참돔)","후쿠오카현","2016-05-13","295","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-05-13","7,048","불검출","불검출","적합"
"4","냉장갑오징어","후쿠오카현","2016-05-13","968","불검출","불검출","적합"
"5","활돔(돌돔)","나가사키현","2016-05-13","944","불검출","불검출","적합"
"6","활장어(먹장어)","후쿠오카현","2016-05-13","2,032","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-05-13","4,168","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-05-13","1,500","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-05-13","1,817","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-05-13","3,000","불검출","불검출","적합"
"11","냉장갈치","에히메현","2016-05-13","310","불검출","불검출","적합"
"12","냉장갈치","에히메현","2016-05-13","520","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-05-13","6,970","불검출","불검출","적합"
"14","냉장돔(참돔)","후쿠오카현","2016-05-13","275","불검출","불검출","적합"
"15","활가리비","홋카이도","2016-05-13","7,080","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-05-13","4,168","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2016-05-13","250","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-05-13","2,000","불검출","불검출","적합"
"19","활돔(돌돔)","오이타현","2016-05-13","360","불검출","불검출","적합"
"20","활돔(돌돔)","오이타현","2016-05-13","1,034","불검출","불검출","적합"
"21","활가리비","홋카이도","2016-05-13","7,064","불검출","불검출","적합"
