"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","34건","-","-","78,645","-","-","-"
"1","활돔(참돔)","에히메현","2016-05-12","5,790","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-05-12","6,704","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-05-12","12,352","불검출","불검출","적합"
"4","냉동황새치(목살,횟감)","태평양","2016-05-12","194","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-05-12","2,244","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2016-05-12","1,440","불검출","불검출","적합"
"7","냉장갈치","에히메현","2016-05-12","712","불검출","불검출","적합"
"8","냉장준치","구마모토현","2016-05-12","154","불검출","불검출","적합"
"9","활돔(벵에돔)","사가현","2016-05-12","1,492","불검출","불검출","적합"
"10","냉장갈치","오이타현","2016-05-12","445","불검출","불검출","적합"
"11","냉장갈치","에히메현","2016-05-12","872","불검출","불검출","적합"
"12","냉장돔(황돔)","야마구치현","2016-05-12","105","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2016-05-12","610","불검출","불검출","적합"
"14","냉장돔(황돔)","야마구치현","2016-05-12","305","불검출","불검출","적합"
"15","냉장갑오징어","후쿠오카현","2016-05-12","960","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-05-12","1,640","불검출","불검출","적합"
"17","냉장홍어","야마구치현","2016-05-12","280","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-05-12","2,064","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-05-12","1,644","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-05-12","1,640","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-05-12","1,656","불검출","불검출","적합"
"22","냉장갈치","에히메현","2016-05-12","1,000","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-05-12","2,660","불검출","불검출","적합"
"24","활돔(돌돔)","나가사키현","2016-05-12","295","불검출","불검출","적합"
"25","활돔(돌돔)","나가사키현","2016-05-12","1,300","불검출","불검출","적합"
"26","냉장갈치","효고현","2016-05-12","510","불검출","불검출","적합"
"27","냉장갈치","히로시마현","2016-05-12","370","불검출","불검출","적합"
"28","냉장고등어","후쿠오카현","2016-05-12","800","불검출","불검출","적합"
"29","냉장돔(황돔)","후쿠오카현","2016-05-12","225","불검출","불검출","적합"
"30","냉장돔(황돔)","후쿠오카현","2016-05-12","135","불검출","불검출","적합"
"31","활가리비","홋카이도","2016-05-12","6,980","불검출","불검출","적합"
"32","활가리비","홋카이도","2016-05-12","7,026","불검출","불검출","적합"
"33","활가리비","홋카이도","2016-05-12","7,068","불검출","불검출","적합"
"34","활가리비","홋카이도","2016-05-12","6,973","불검출","불검출","적합"
