"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","203","438,657","0","0","142","386,719","3","437","58","51,502"
"5.9","101","206,003","0","0","72","175,793","1","31","28","30,180"
"5.10","102","232,654","0","0","70","210,926","2","406","30","21,322"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
