"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","27","-","-","68,800","-","-","-"
"1","냉동다랑어(황다랑어)","인도양","2016-05-16","201","불검출","불검출","적합"
"2","냉동새치(황새치)","인도양","2016-05-16","1,966","불검출","불검출","적합"
"3","냉장돔(참돔)","후쿠오카현","2016-05-16","270","불검출","불검출","적합"
"4","냉동가리비(외투막)","홋카이도","2016-05-16","24,000","불검출","불검출","적합"
"5","냉동눈다랑어(목살)","태평양","2016-05-16","490","불검출","불검출","적합"
"6","냉동눈다랑어(F,횟감)","태평양","2016-05-16","848","불검출","불검출","적합"
"7","활장어(먹장어)","후쿠이현","2016-05-16","2,198","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-05-16","11,886","불검출","불검출","적합"
"9","냉장갈치","에히메현","2016-05-16","240","불검출","불검출","적합"
"10","냉장돔(황돔)","야마구치현","2016-05-16","95","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2016-05-16","390","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-05-16","9,591","불검출","불검출","적합"
"13","냉장갈치","에히메현","2016-05-16","830","불검출","불검출","적합"
"14","냉장민어(수조기)","가가와현","2016-05-16","143","불검출","불검출","적합"
"15","냉장갈치","에히메현","2016-05-16","496","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-05-16","299","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-05-16","2,130","불검출","불검출","적합"
"18","냉장대구","홋카이도","2016-05-16","256","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2016-05-16","107","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-05-16","286","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-05-16","2,139","불검출","불검출","적합"
"22","냉장대구","홋카이도","2016-05-16","258","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-05-16","1,272","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-05-16","888","불검출","불검출","적합"
"25","냉장갈치","효고현","2016-05-16","275","불검출","불검출","적합"
"26","냉장돔(황돔)","나가사키현","2016-05-16","275","불검출","불검출","적합"
"27","활가리비","홋카이도","2016-05-16","6,971","불검출","불검출","적합"
