"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","117,177.2","-","-","-"
"1","냉장다랑어
(가다랑어)","후쿠오카현","2016-12-16","5.7","불검출","불검출","적합"
"2","냉동상어
(청상아리)","인도양","2016-12-16","249","불검출","불검출","적합"
"3","활돔(강담돔)","미야자키현","2016-12-16","950","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2016-12-16","1,401","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-12-16","3,950","불검출","불검출","적합"
"6","냉장갈치","오이타현","2016-12-16","910","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현","2016-12-16","160","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-12-16","6,300","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-12-16","4,000","불검출","불검출","적합"
"10","냉장갈치","후쿠오카현","2016-12-16","1,095","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-12-16","6,300","불검출","불검출","적합"
"12","냉장갈치","에히메현","2016-12-16","380","불검출","불검출","적합"
"13","냉장돔(참돔)","야마구치현","2016-12-16","100","불검출","불검출","적합"
"14","냉장돔(황돔)","야마구치현","2016-12-16","365","불검출","불검출","적합"
"15","냉장홍어","야마구치현","2016-12-16","380","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-12-16","3,210","불검출","불검출","적합"
