"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","곡류가공품","시즈오카현","2016-09-30","1,500","불검출","불검출","적합"
"15","복합조미식품","사이타마현","2016-11-17","200","불검출","불검출","적합"
"16","혼합제제","오카야마현","2016-10-17","60","불검출","불검출","적합"
"17","치자청색소","효고현","2016-11-30","50","불검출","불검출","적합"
"18","맥주","후쿠오카현","2016-11-08","12,125","불검출","불검출","적합"
"19","기타가공품","기후현","2016-11-25","28","불검출","불검출","적합"
"20","양조간장","아이치현","2016-10-14","108","불검출","불검출","적합"
"21","초콜릿가공품","오사카부","2016-10-25","72","불검출","불검출","적합"
"22","양조간장","오사카부","2016-11-21","540","불검출","불검출","적합"
"23","청주","나라현","2016-10-17","302","불검출","불검출","적합"
"24","소스류","아이치현","2016-11-21","397","불검출","불검출","적합"
"25","드레싱","사가현","2016-11-10","540","불검출","불검출","적합"
"26","혼합간장","이바라키현","2016-11-02","144","불검출","불검출","적합"
"27","과자(스낵과자)","니가타현","2016-11-26","648","불검출","불검출","적합"
"28","탄산음료","오사카부","2016-11-23","1,800","불검출","불검출","적합"
"29","커피/건조","니카라과","2016-03-22","2,070","불검출","불검출","적합"
"30","청주","니가타현","2016-10-18","72","불검출","불검출","적합"
"31","청주","교토부","2016-10-05","173","불검출","불검출","적합"
"32","기타장류","효고현","2016-11-08","1,980","불검출","불검출","적합"
"33","혼합제제","오카야마현","2016-11-28","315","불검출","불검출","적합"
"34","청주","시즈오카현","2016-11-01","173","불검출","불검출","적합"
"35","국수","도야마현","2016-10-26","250","불검출","불검출","적합"
"36","탄산음료","사가현","2016-10-24","720","불검출","불검출","적합"
"37","건어포류","시즈오카현","2016-11-08","64","불검출","불검출","적합"
"38","빵류(도넛)","구마모토현","2016-11-10","103","불검출","불검출","적합"
"39","청주","니가타현","2016-09-17","173","불검출","불검출","적합"
"40","청주","효고현","2016-10-06","540","불검출","불검출","적합"
"41","탄산음료","사가현","2016-12-05","13,053","불검출","불검출","적합"
"42","과자(스낵과자)","야마가타현","2016-11-08","78","불검출","불검출","적합"
"43","카레","니가타현","2016-10-31","504","불검출","불검출","적합"
"44","밀크초콜릿","훗카이도","2016-11-29","1,050","불검출","불검출","적합"
"45","밀크초콜릿","훗카이도","2016-11-29","300","불검출","불검출","적합"
"46","밀크초콜릿","훗카이도","2016-11-29","525","불검출","불검출","적합"
"47","밀크초콜릿","훗카이도","2016-11-29","210","불검출","불검출","적합"
