"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","213,671","-","-","-"
"1","냉동개아지살
(가리비,포장횟감)","홋카이도","2016-12-22","8,300","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-12-22","8,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-12-22","14,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-12-22","14,240","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2016-12-22","8,006","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-12-22","8,000","불검출","불검출","적합"
"7","냉장병어","효고현","2016-12-22","180","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-12-22","9,343","불검출","불검출","적합"
"9","냉동상어
(진환도상어,F)","태평양","2016-12-22","1,440","불검출","불검출","적합"
"10","활장어(먹장어)","나가사키현","2016-12-22","1,128","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-12-22","3,600","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-12-22","2,610","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2016-12-22","8,970","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-12-22","2,610","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-12-22","1,012","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-12-22","2,520","불검출","불검출","적합"
