"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","267,077","-","-","-"
"1","활돔(참돔)","에히메현","2016-12-20","6,010","불검출","불검출","적합"
"2","활돔(참돔)","고치현","2016-12-20","12,827","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-12-20","7,630","불검출","불검출","적합"
"4","활돔(참돔)","나가사키현","2016-12-20","7,142","불검출","불검출","적합"
"5","활돔(참돔)","나가사키현","2016-12-20","9,451","불검출","불검출","적합"
"6","활방어","나가사키현","2016-12-20","9,412","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-12-20","14,000","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-12-20","8,000","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-12-20","7,000","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2016-12-20","9,100","불검출","불검출","적합"
"11","냉장갈치","에히메현","2016-12-20","390","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-12-20","5,850","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2016-12-20","342","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-12-20","5,850","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-12-20","4,600","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-12-20","1,200","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-12-20","1,010","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2016-12-20","5,422","불검출","불검출","적합"
