"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"35","냉장돔(황돔)","야마구치현","2016-12-22","285","불검출","불검출","적합"
"36","냉장돔(황돔)","후쿠오카현","2016-12-22","65","불검출","불검출","적합"
"37","냉장돔(황돔)","나가사키현","2016-12-22","228","불검출","불검출","적합"
"38","냉장민어(수조기)","야마구치현","2016-12-22","111","불검출","불검출","적합"
"39","냉장민어(수조기)","오카야마현","2016-12-22","9","불검출","불검출","적합"
"40","냉장갈치","후쿠오카현","2016-12-22","540","불검출","불검출","적합"
"41","냉장명태","홋카이도","2016-12-22","3,250","불검출","불검출","적합"
"42","활우렁쉥이","홋카이도","2016-12-22","6,428","불검출","불검출","적합"
"43","냉장갈치","야마구치현","2016-12-22","5,330","불검출","불검출","적합"
"44","냉장가오리","야마구치현","2016-12-22","384","불검출","불검출","적합"
"45","냉장돔(참돔)","야마구치현","2016-12-22","705","불검출","불검출","적합"
"46","냉장돔(황돔)","야마구치현","2016-12-22","410","불검출","불검출","적합"
"47","냉장명태","홋카이도","2016-12-22","3,601","불검출","불검출","적합"
"48","활우렁쉥이","홋카이도","2016-12-22","8,875","불검출","불검출","적합"
"49","활우렁쉥이","홋카이도","2016-12-22","4,087","불검출","불검출","적합"
"50","활우렁쉥이","홋카이도","2016-12-22","4,779","불검출","불검출","적합"
"51","냉동가리비
(외투막)","홋카이도","2016-12-22","7,710","불검출","불검출","적합"
