"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","2,394,986","-","-","-"
"1","냉동꽁치","대만","2016-12-21","477,364","불검출","불검출","적합"
"2","냉동가자미
(각시가자미)","러시아","2016-12-21","45,000","불검출","불검출","적합"
"3","냉동명태","러시아","2016-12-21","1,546,018","불검출","불검출","적합"
"4","냉동꽁치","대만","2016-12-21","161,068","불검출","불검출","적합"
"5","냉동꽁치","대만","2016-12-21","21,200","불검출","불검출","적합"
"6","냉장다랑어
(참다랑어)","멕시코","2016-12-21","277","불검출","불검출","적합"
"7","냉동상어(곱상어)","미국","2016-12-21","19,580","불검출","불검출","적합"
"8","냉동대구","러시아","2016-12-21","84,508","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2016-12-21","14,352","불검출","불검출","적합"
"10","마른명태","러시아","2016-12-21","3,119","불검출","불검출","적합"
"11","냉동가자미
(각시가자미)","러시아","2016-12-21","22,500","불검출","불검출","적합"
