"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","136","","348,347","","",""
"1","국수","사가현","2016-09-19","200","불검출","불검출","적합"
"2","과자(비스킷)","아이치현","2016-11-10","76","불검출","불검출","적합"
"3","과자(스낵과자)","니가타현","2016-11-26","71","불검출","불검출","적합"
"4","청주","니가타현","2016-11-10","3,456","불검출","불검출","적합"
"5","소스류","에히메현","2016-11-16","3,000","불검출","불검출","적합"
"6","된장","오사카부","2016-11-04","400","불검출","불검출","적합"
"7","기타식용유지","오사카부","2016-09-23","60","불검출","불검출","적합"
"8","과자(스낵과자)","야마가타현","2016-11-10","106","불검출","불검출","적합"
"9","건어포류","에히메현","2016-11-25","334","불검출","불검출","적합"
"10","맥주","교토부","2016-11-15","40,320","불검출","불검출","적합"
"11","식초절임","나가노현","2016-11-21","375","불검출","불검출","적합"
"12","식초절임(매실절임)","와카야마현","2016-11-14","154","불검출","불검출","적합"
"13","청주","돗토리현","2016-11-24","162","불검출","불검출","적합"
