"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","62,581.4","-","-","-"
"1","구운김","사가현","2016-12-19","99.6","불검출","불검출","적합"
"2","활방어","에히메현","2016-12-19","4,989","불검출","불검출","적합"
"3","냉장다랑어
(참다랑어,F)","후쿠오카현","2016-12-19","9.8","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-12-19","2,650","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-12-19","2,650","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-12-19","3,000","불검출","불검출","적합"
"7","냉장갈치","에히메현","2016-12-19","530","불검출","불검출","적합"
"8","활꼬막","사가현","2016-12-19","2,780","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-12-19","3,000","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-12-19","4,000","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-12-19","3,020","불검출","불검출","적합"
"12","냉장돔(황돔)","야마구치현","2016-12-19","225","불검출","불검출","적합"
"13","냉장민어(수조기)","오카야마현","2016-12-19","12","불검출","불검출","적합"
"14","활꼬막","후쿠오카현","2016-12-19","780","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2016-12-19","6,926","불검출","불검출","적합"
"16","냉장갈치","후쿠오카현","2016-12-19","290","불검출","불검출","적합"
