"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","효고현","2016-12-16","1,310","불검출","불검출","적합"
"18","냉장갈치","야마구치현","2016-12-16","605","불검출","불검출","적합"
"19","냉장돔(참돔)","야마구치현","2016-12-16","820","불검출","불검출","적합"
"20","냉장가오리","야마구치현","2016-12-16","288","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-12-16","3,950","불검출","불검출","적합"
"22","활가리비","홋카이도","2016-12-16","13,856","불검출","불검출","적합"
"23","활우렁쉥이","홋카이도","2016-12-16","8,412","불검출","불검출","적합"
"24","활우렁쉥이","홋카이도","2016-12-16","8,965","불검출","불검출","적합"
"25","냉동돔(황돔)","후쿠오카현","2016-12-16","1,628","불검출","불검출","적합"
"26","냉동다랑어
(남방참다랑어,F,횟감)","대서양","2016-12-16","278","불검출","불검출","적합"
"27","냉동개아지살
(가리비,횟감)","홋카이도","2016-12-16","2,000","불검출","불검출","적합"
"28","마른멸치","히로시마현","2016-12-16","9,287.5","불검출","불검출","적합"
"29","활우렁쉥이","홋카이도","2016-12-16","8,020","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-12-16","9,249","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2016-12-16","9,413","불검출","불검출","적합"
"32","활우렁쉥이","홋카이도","2016-12-16","9,340","불검출","불검출","적합"
