"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","활우렁쉥이","홋카이도","2016-12-19","8,471","불검출","불검출","적합"
"18","냉장돔(황돔)","후쿠오카현","2016-12-19","410","불검출","불검출","적합"
"19","냉장돔(참돔)","후쿠오카현","2016-12-19","295","불검출","불검출","적합"
"20","냉장갈치","후쿠오카현","2016-12-19","330","불검출","불검출","적합"
"21","냉장돔(참돔)","후쿠오카현","2016-12-19","360","불검출","불검출","적합"
"22","활돔(강담돔)","에히메현","2016-12-19","548","불검출","불검출","적합"
"23","활방어","에히메현","2016-12-19","840","불검출","불검출","적합"
"24","냉장전갱이
(흑점줄전갱이)","에히메현","2016-12-19","12","불검출","불검출","적합"
"25","냉장다랑어
(참다랑어,F,횟감)","에히메현","2016-12-19","20","불검출","불검출","적합"
"26","마른멸치","히로시마현","2016-12-19","1,103","불검출","불검출","적합"
"27","활장어(먹장어)","나가사키현","2016-12-19","973","불검출","불검출","적합"
"28","냉동새치
(황새치,F,횟감)","태평양","2016-12-19","104","불검출","불검출","적합"
"29","활가리비","홋카이도","2016-12-19","6,510","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-12-19","7,644","불검출","불검출","적합"
