"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활전갱이(흑점줄전갱이)","에히메현","2019-06-04","1,419","불검출","불검출","적합"
"2","활돔(벤자리)","에히메현","2019-06-04","932","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2019-06-04","760","불검출","불검출","적합"
"4","활바리(능성어)","에히메현","2019-06-04","1,382","불검출","불검출","적합"
"5","냉장명태","홋카이도","2019-06-04","1,300","불검출","불검출","적합"
"6","냉장갈치","야마구치현","2019-06-04","150","불검출","불검출","적합"
"7","활돔(돌돔)","나가사키현","2019-06-04","1,522","불검출","불검출","적합"
"8","활돔(참돔)","에히메현","2019-06-04","1,901","불검출","불검출","적합"
"9","활가리비","홋카이도","2019-06-04","13,000","불검출","불검출","적합"
"10","냉장갈치","오이타현","2019-06-04","701","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2019-06-04","1,672","불검출","불검출","적합"
"12","활전갱이(흑점줄전갱이)","에히메현","2019-06-04","658","불검출","불검출","적합"
"13","활돔(참돔)","에히메현","2019-06-04","11,169","불검출","불검출","적합"
"14","활돔(돌돔)","나가사키현","2019-06-04","1,600","불검출","불검출","적합"
"15","활돔(벤자리)","에히메현","2019-06-04","668","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2019-06-04","352","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2019-06-04","856","불검출","불검출","적합"
"18","냉장가오리","야마구치현","2019-06-04","130","불검출","불검출","적합"
"19","활돔(참돔)","에히메현","2019-06-04","3,850","불검출","불검출","적합"
"20","냉장명태","홋카이도","2019-06-04","1,300","불검출","불검출","적합"
